name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Steve Smith,San Antonio Spurs,2003,Playoffs,11,33,9,0,66,4,19.2,0.208,1.6,9.6,0.167,2.4,9.6,0.25,3.2,3.2,1,0.8,4.8,5.6,4.8,0.8,0,1.6,2.4,12.8,77,103,3.5,0.311,0.5,0.167,1.7,9.6,5.8,14.5,0.8,0,7.2,19.2,-0.1,-0.042,-0.27
Steve Kerr,San Antonio Spurs,2003,Playoffs,12,37,10,0,46,8,12.6,0.636,5.7,6.9,0.833,2.3,5.7,0.4,3.4,4.6,0.75,1.1,2.3,3.4,6.9,1.1,0,1.1,6.9,25.2,166,104,22.7,0.862,0.545,0.364,2.5,4.6,3.6,23.7,1.1,0,7.3,13.7,0.3,0.331,0.27
Tim Duncan,San Antonio Spurs,2005,Playoffs,1,28,23,23,869,12.5,26.9,0.464,0.1,0.3,0.2,12.4,26.6,0.467,9.3,13,0.717,5.5,12.6,18.1,4,0.5,3.3,3.9,4.2,34.3,111,101,24.9,0.526,0.012,0.482,12.2,26.6,19.6,14.8,0.5,4.3,10.7,31.1,3.5,0.191,3.5100000000000002
Tony Parker,San Antonio Spurs,2005,Playoffs,2,22,23,23,858,10.6,23.5,0.454,0.6,3.1,0.188,10.1,20.4,0.494,3.5,5.6,0.632,0.8,3.4,4.2,6.4,1.1,0.1,4.5,4.4,25.4,98,109,12,0.49,0.131,0.238,1.8,7.2,4.6,22.3,1.1,0.2,14.9,26,0.6,0.032,0
Bruce Bowen,San Antonio Spurs,2005,Playoffs,3,33,23,23,814,3.1,8.6,0.359,2,4.5,0.433,1.1,4.1,0.279,0.7,1.1,0.647,0.6,3.8,4.5,2.4,0.7,0.9,1,5.2,8.9,106,109,5.4,0.487,0.523,0.133,1.3,8.1,4.8,6.7,0.7,1.1,10,8.7,1,0.06,1.62
Manu Ginobili,San Antonio Spurs,2005,Playoffs,4,27,23,15,772,10.3,20.4,0.507,3,6.8,0.438,7.3,13.5,0.542,10.5,13.2,0.795,1.4,8.1,9.5,6.9,2,0.4,4.7,4.9,34.1,124,104,24.8,0.652,0.336,0.647,3,17.2,10.3,23.8,2,0.6,15.2,26.3,4.2,0.26,5.670000000000001
Robert Horry,San Antonio Spurs,2005,Playoffs,5,34,23,0,618,6.5,14.5,0.448,3.4,7.6,0.447,3.1,6.9,0.449,2.7,3.6,0.732,4.1,7,11.1,4.2,1.9,1.8,1.8,4.7,19,127,103,17.9,0.591,0.521,0.252,9.1,14.9,12,12.7,1.9,2.3,9.9,15.2,2.6,0.199,3.78
Brent Barry,San Antonio Spurs,2005,Playoffs,6,33,23,8,555,4.8,10.4,0.457,2.8,6.5,0.424,2,3.9,0.513,1.7,2.1,0.81,1.3,4.3,5.5,4.4,1.5,0.4,2.7,4.4,14,115,107,10.5,0.617,0.629,0.2,2.9,9,6,12.6,1.5,0.5,19.1,11.9,1.2,0.107,1.62
Nazr Mohammed,San Antonio Spurs,2005,Playoffs,7,27,23,23,528,6.9,13,0.528,0.1,0.1,1,6.8,12.9,0.524,3.1,4.9,0.638,7.8,8.2,16,0.8,1.5,2.4,2.5,6.8,17,116,103,16.3,0.559,0.008,0.376,17.3,17.4,17.4,2.6,1.5,3.1,14.1,15.1,1.7,0.158,1.35
Beno Udrih,San Antonio Spurs,2005,Playoffs,8,22,21,0,241,6.4,17.8,0.359,2.3,8.4,0.27,4.1,9.4,0.439,2.7,3.2,0.857,0.9,3,3.9,5,2.1,0.2,4.6,4.6,17.8,90,107,7.7,0.463,0.474,0.179,2,6.3,4.2,15.2,2.1,0.3,19.2,20.3,0,0,-0.27
Rasho Nesterovic,San Antonio Spurs,2005,Playoffs,9,28,15,0,114,2.4,5.8,0.417,0,0,NA,2.4,5.8,0.417,0,1,0,5.3,7.2,12.5,1,0.5,2.4,1.9,7.7,4.8,93,105,5.6,0.388,0,0.167,11.8,15.3,13.6,2.6,0.5,3.1,23.7,6.9,0.1,0.048,0
Glenn Robinson,San Antonio Spurs,2005,Playoffs,10,32,13,0,113,7.8,21.9,0.356,1.5,4.9,0.3,6.3,17,0.371,7.3,8.3,0.882,1,9.2,10.2,0.5,1.5,3.4,2.9,9.7,24.3,97,101,11.7,0.476,0.222,0.378,2.2,19.6,11.1,1.5,1.5,4.4,10.3,24.3,0.2,0.073,-0.27
Devin Brown,San Antonio Spurs,2005,Playoffs,11,26,12,0,60,6.4,18.3,0.35,2.7,6.4,0.429,3.7,11.9,0.308,3.7,6.4,0.571,0.9,5.5,6.4,2.7,0.9,0,0.9,2.7,19.2,104,108,10,0.455,0.35,0.35,2,11.6,6.9,8.3,0.9,0,4.2,18.8,0.1,0.07,0
Tony Massenburg,San Antonio Spurs,2005,Playoffs,12,37,9,0,28,2,11.8,0.167,0,0,NA,2,11.8,0.167,2,3.9,0.5,7.9,13.7,21.6,0,0,0,0,3.9,5.9,84,104,5.6,0.218,0,0.333,17.4,29.1,23.4,0,0,0,0,11.5,0,0.015,-0.27
Tony Parker,San Antonio Spurs,2007,Playoffs,1,24,20,20,751,12.1,25.2,0.48,0.5,1.5,0.333,11.6,23.6,0.489,5.2,7.6,0.679,1,3.8,4.8,8.3,1.6,0,4.7,2.4,29.8,103,107,18.7,0.523,0.06,0.303,2.3,8.1,5.3,30,1.6,0,14.3,29.2,1.6,0.1,1.35
Tim Duncan,San Antonio Spurs,2007,Playoffs,2,30,20,20,736,12.8,24.5,0.521,0,0,NA,12.8,24.5,0.521,7,10.9,0.644,5.4,11.4,16.8,4.8,1,4.5,4.3,4.3,32.6,111,98,27.4,0.556,0,0.446,12,24.5,18.4,17.7,1,6.3,12.9,29.5,3.3,0.214,4.59
Bruce Bowen,San Antonio Spurs,2007,Playoffs,3,35,20,20,689,3.7,9.3,0.395,2.6,5.8,0.446,1.1,3.5,0.311,0.2,0.5,0.5,0.9,5.4,6.3,2,2.2,0.3,1.1,4.2,10.2,108,104,8.5,0.534,0.622,0.05,2.1,11.6,6.9,5.7,2.2,0.4,10.3,9.3,1.2,0.086,2.43
Manu Ginobili,San Antonio Spurs,2007,Playoffs,4,29,20,0,602,8.9,22.1,0.401,3.4,8.9,0.384,5.5,13.3,0.412,8.7,10.4,0.836,1.4,8.3,9.8,6.6,3,0.4,3.8,5.5,29.9,112,100,21.9,0.559,0.401,0.47,3.2,17.8,10.7,21.6,3,0.5,12.4,26.8,2.6,0.204,3.5100000000000002
Michael Finley,San Antonio Spurs,2007,Playoffs,5,33,20,20,538,7.3,17.9,0.41,4.4,10.5,0.419,2.9,7.3,0.397,3.5,3.9,0.897,0.8,5,5.8,2.2,1.1,0.4,1.3,2.8,22.6,118,106,15,0.576,0.59,0.219,1.8,10.7,6.4,6.8,1.1,0.6,6.2,18.3,1.6,0.146,1.35
Fabricio Oberto,San Antonio Spurs,2007,Playoffs,6,31,20,12,415,6.5,10.4,0.625,0,0.1,0,6.5,10.3,0.633,1.6,2.7,0.571,5.3,7.4,12.7,1.8,0.8,0.5,1.3,7,14.6,130,105,14.2,0.628,0.013,0.263,11.9,15.8,13.9,5.5,0.8,0.7,10.1,11.3,1.5,0.168,1.08
Robert Horry,San Antonio Spurs,2007,Playoffs,7,36,18,0,361,3.7,9,0.417,1.9,5.5,0.351,1.8,3.4,0.522,2.1,2.5,0.824,2.4,8.1,10.5,4.3,1.6,3.6,2.1,4.5,11.5,115,100,14.2,0.571,0.617,0.283,5.4,17.3,11.4,12.1,1.6,5,17.2,10.7,1.1,0.144,1.62
Francisco Elson,San Antonio Spurs,2007,Playoffs,8,30,20,8,230,6.1,10.3,0.591,0,0.2,0,6.1,10.1,0.605,3.3,4.7,0.7,5.2,9.4,14.6,0.5,1.9,1.4,4.5,9.6,15.5,102,100,11.8,0.625,0.023,0.455,11.6,20.1,15.9,1.4,1.9,2,26.5,14.8,0.5,0.103,0
Brent Barry,San Antonio Spurs,2007,Playoffs,9,35,19,0,225,5,14.4,0.35,3.6,11.8,0.306,1.4,2.6,0.545,0.5,0.5,1,1,5,6,5,1,0.5,2.6,4.1,14.2,98,107,8.5,0.485,0.817,0.033,2.1,10.8,6.6,14.6,1,0.7,15.3,15.1,0.2,0.047,0.27
Jacque Vaughn,San Antonio Spurs,2007,Playoffs,10,31,20,0,208,5.2,13,0.4,0,0,NA,5.2,13,0.4,0.8,1.6,0.5,0.3,2.1,2.3,7.3,1,0,2.9,6.2,11.2,89,109,5.1,0.408,0,0.12,0.6,4.4,2.6,21.1,1,0,17.3,14.5,0,-0.009,-0.81
Matt Bonner,San Antonio Spurs,2007,Playoffs,11,26,9,0,25,4.3,15.1,0.286,2.2,8.6,0.25,2.2,6.5,0.333,4.3,4.3,1,4.3,2.2,6.5,0,4.3,0,6.5,13,15.1,76,101,2.5,0.444,0.571,0.286,9.7,4.6,7.1,0,4.3,0,27.6,20.6,0,-0.055,0
Beno Udrih,San Antonio Spurs,2007,Playoffs,12,24,8,0,20,0,16.2,0,0,5.4,0,0,10.8,0,5.4,5.4,1,2.7,0,2.7,2.7,0,0,8.1,5.4,5.4,35,112,-14.1,0.145,0.333,0.333,6,0,3,6.8,0,0,30.4,23.4,-0.2,-0.415,-0.27
Tim Duncan,San Antonio Spurs,2014,Playoffs,1,37,23,23,752,10.3,19.6,0.523,0,0.1,0,10.3,19.5,0.527,5.2,6.9,0.76,4.5,10.1,14.5,3.1,0.5,2,1.8,3.6,25.8,120,104,21.1,0.568,0.007,0.351,10.4,22.2,16.4,9.6,0.5,3.1,7.3,21.9,3.2,0.204,3.24
Kawhi Leonard,San Antonio Spurs,2014,Playoffs,2,22,23,23,736,8.6,16.8,0.51,2.2,5.2,0.419,6.4,11.6,0.552,3.7,5.1,0.736,2.2,8.7,10.9,2.7,2.7,1,2,4.6,23.1,119,101,18.7,0.606,0.31,0.301,5.1,19.2,12.3,7.8,2.7,1.5,9.7,18.9,2.9,0.191,4.32
Tony Parker,San Antonio Spurs,2014,Playoffs,3,31,23,23,719,12.1,24.9,0.486,0.9,2.5,0.371,11.2,22.4,0.498,3.7,5,0.729,0.4,2.9,3.2,8,1.1,0.1,4.5,2.7,28.8,103,109,15.8,0.531,0.101,0.202,0.8,6.4,3.7,26.1,1.1,0.2,14.1,28.3,1.1,0.071,0.27
Boris Diaw,San Antonio Spurs,2014,Playoffs,4,31,23,3,604,6.9,13.7,0.5,1.5,3.9,0.4,5.3,9.9,0.539,2.8,4.1,0.688,2.1,7.4,9.5,6.7,1.2,0.3,2.5,3.8,18.1,118,106,15.3,0.582,0.281,0.3,5,16.3,10.8,18.7,1.2,0.4,13.8,16.2,2,0.155,2.7
Manu Ginobili,San Antonio Spurs,2014,Playoffs,5,36,23,0,586,9.2,20.9,0.439,3.6,9.3,0.39,5.6,11.7,0.477,7.2,8.3,0.862,0.8,5.8,6.6,8.4,3.2,0.2,4.6,5.3,29.2,113,103,20.3,0.593,0.443,0.397,1.8,12.9,7.5,25.1,3.2,0.3,15.7,26.2,2.2,0.184,3.5100000000000002
Danny Green,San Antonio Spurs,2014,Playoffs,6,26,23,23,529,7.6,15.6,0.491,4.7,9.9,0.475,2.9,5.7,0.517,0.9,1.1,0.818,0.9,5.9,6.8,2.1,3.1,1.7,2,4.9,20.9,118,101,16.5,0.65,0.635,0.069,2,13,7.6,5.9,3.1,2.6,10.9,16.1,1.9,0.172,3.24
Tiago Splitter,San Antonio Spurs,2014,Playoffs,7,29,23,18,516,6.1,10,0.61,0,0.1,0,6.1,9.9,0.616,5.1,7.1,0.718,4.5,9.5,14.1,4.6,1.6,1.1,1.8,5.3,17.4,136,103,19.1,0.659,0.01,0.71,10.5,21,15.9,12.6,1.6,1.7,12.1,13.4,2.6,0.239,3.24
Marco Belinelli,San Antonio Spurs,2014,Playoffs,8,27,23,0,356,6.4,14.4,0.444,2.3,5.5,0.421,4.1,8.9,0.459,3.1,3.2,0.955,0.6,7,7.6,2.8,0.4,0,1.7,3.3,18.2,113,108,11,0.575,0.384,0.222,1.4,15.4,8.6,7.6,0.4,0,9.9,15.7,0.8,0.107,0.54
Patty Mills,San Antonio Spurs,2014,Playoffs,9,25,23,0,351,9.3,20.8,0.447,4.7,11.7,0.405,4.6,9.1,0.5,1.5,1.9,0.769,0.4,4.7,5.2,4.9,2.5,0.1,2.1,4.6,24.8,113,105,16.2,0.573,0.56,0.092,1,10.4,5.8,14.6,2.5,0.2,8.7,21.3,1.1,0.146,1.35
Matt Bonner,San Antonio Spurs,2014,Playoffs,10,33,22,2,136,3.8,8,0.476,1.5,4.6,0.333,2.3,3.4,0.667,1.1,1.5,0.75,0.8,4.6,5.3,4.2,0.8,0.4,0.8,4.6,10.3,128,108,8.8,0.593,0.571,0.19,1.8,10.1,6,10.8,0.8,0.6,8.1,8.5,0.3,0.122,0.27
Aron Baynes,San Antonio Spurs,2014,Playoffs,11,27,14,0,101,6.2,12.3,0.5,0,0.5,0,6.2,11.8,0.522,4.1,5.1,0.8,6.2,9.7,15.9,0,1.5,0,3.6,7.7,16.4,106,104,11.5,0.563,0.042,0.417,14.3,21.5,18,0,1.5,0,19.8,16.3,0.2,0.108,-0.27
Cory Joseph,San Antonio Spurs,2014,Playoffs,12,22,17,0,87,10.1,20.8,0.486,0,1.8,0,10.1,19.1,0.531,8.3,10.7,0.778,0.6,4.8,5.4,5.4,1.8,0,2.4,4.2,28.6,114,106,18.3,0.559,0.086,0.514,1.4,10.5,6.1,16.5,1.8,0,8.5,25,0.3,0.159,0
Jeff Ayres,San Antonio Spurs,2014,Playoffs,13,26,17,0,65,4.8,10.4,0.462,0,0,NA,4.8,10.4,0.462,4,6.4,0.625,4.8,10.4,15.1,4,0,0,0.8,4.8,13.5,125,107,13,0.515,0,0.615,11.1,22.8,17.1,10.5,0,0,5.7,12.5,0.2,0.158,0
Austin Daye,San Antonio Spurs,2014,Playoffs,14,25,1,0,6,0,17.3,0,0,0,NA,0,17.3,0,0,0,NA,0,8.6,8.6,0,0,0,0,0,0,0,108,-11.5,0,0,0,0,19,9.8,0,0,0,0,15.5,0,-0.315,0
Tim Duncan,San Antonio Spurs,1999,Playoffs,1,22,17,17,733,11,21.6,0.511,0,0.2,0,11,21.4,0.516,8.2,11,0.748,4.2,10.7,15,3.7,1,3.5,4,3.8,30.3,110,92,25.1,0.573,0.011,0.507,9.6,21.6,16,14.2,1,4.4,13.1,26.8,3.7,0.243,4.86
Avery Johnson,San Antonio Spurs,1999,Playoffs,2,33,17,17,653,7.8,16.1,0.487,0.1,0.3,0.333,7.8,15.8,0.489,2.8,4,0.681,0.8,2.8,3.6,10.9,1.7,0.1,4.3,2.6,18.5,101,100,15.2,0.518,0.016,0.251,1.8,5.7,3.9,37.2,1.7,0.1,19.4,19.6,1.5,0.111,0.81
David Robinson,San Antonio Spurs,1999,Playoffs,3,33,17,17,600,8.2,16.9,0.483,0,0,NA,8.2,16.9,0.483,8.5,11.8,0.722,3.4,12.4,15.7,4,2.6,3.7,3.7,5.7,24.8,109,87,23.3,0.563,0,0.7,7.7,24.9,16.8,14,2.6,4.8,14.5,22.7,3,0.243,4.050000000000001
Sean Elliott,San Antonio Spurs,1999,Playoffs,4,30,17,17,574,6.7,15,0.444,2.2,5.4,0.4,4.5,9.6,0.469,4.4,5.8,0.763,1.1,4.6,5.7,4.4,0.9,0.4,2.1,4.9,19.9,113,100,13.9,0.567,0.359,0.386,2.5,9.3,6.1,14.5,0.9,0.5,10.5,17.3,1.9,0.157,2.16
Mario Elie,San Antonio Spurs,1999,Playoffs,5,35,17,17,526,4.6,12,0.384,0.9,3.2,0.267,3.7,8.8,0.427,4.4,5.2,0.837,1,5.3,6.3,5.3,2.4,0.2,2.7,4.5,14.4,101,97,11.6,0.505,0.268,0.438,2.2,10.8,6.7,16.5,2.4,0.3,15.8,14.9,1.3,0.118,1.62
Jaren Jackson,San Antonio Spurs,1999,Playoffs,6,31,17,0,345,8.1,21.4,0.382,5.1,14,0.36,3.1,7.3,0.422,1.5,2.1,0.692,1,5.7,6.7,2.9,2.1,0,3.3,5.4,22.8,94,97,12.1,0.512,0.656,0.099,2.2,11.5,7.2,10.2,2.1,0,12.8,22.5,0.6,0.084,0.81
Malik Rose,San Antonio Spurs,1999,Playoffs,7,24,17,0,194,4.1,11,0.368,0,0,NA,4.1,11,0.368,5.2,7.5,0.692,4.9,6.4,11.3,0.9,2,1.2,2.9,15.1,13.3,95,95,6.6,0.465,0,0.684,11.2,12.9,12.1,2.6,2,1.5,16.8,15.2,0.4,0.1,0
Jerome Kersey,San Antonio Spurs,1999,Playoffs,8,36,14,0,152,5.5,15.9,0.349,0.4,1.5,0.25,5.2,14.4,0.359,1.8,2.6,0.714,3.7,7.4,11.1,1.5,2.2,0.4,2.2,7,13.3,85,95,7.5,0.391,0.093,0.163,8.4,14.9,11.9,4.7,2.2,0.5,11.5,17,0.1,0.046,0
Antonio Daniels,San Antonio Spurs,1999,Playoffs,9,23,15,0,106,4.8,11.1,0.429,2.1,3.2,0.667,2.7,8,0.333,2.7,3.2,0.833,0.5,4.8,5.3,8.5,2.1,0,5.3,3.7,14.3,95,98,11.3,0.571,0.286,0.286,1.2,9.6,5.7,26.3,2.1,0,29.7,15.7,0.2,0.084,0
Steve Kerr,San Antonio Spurs,1999,Playoffs,10,33,11,0,97,4.6,17.4,0.267,1.7,7.5,0.231,2.9,9.9,0.294,2.9,3.5,0.833,1.7,3.5,5.2,4.6,1.2,0,2.3,2.9,13.9,83,101,6.2,0.368,0.433,0.2,4,7,5.6,14.3,1.2,0,10.9,18.7,0,0,0
Will Perdue,San Antonio Spurs,1999,Playoffs,11,33,12,0,86,3.9,7.2,0.545,0,0,NA,3.9,7.2,0.545,0.7,1.3,0.5,5.9,12.4,18.3,0,0,0.7,2,12.4,8.5,107,95,6.9,0.547,0,0.182,13.4,25,19.6,0,0,0.8,20.2,8.6,0.2,0.13,-0.27
Gerard King,San Antonio Spurs,1999,Playoffs,12,26,8,0,14,8,16.1,0.5,0,0,NA,8,16.1,0.5,0,0,NA,0,16.1,16.1,4,0,4,4,8,16.1,84,90,11.5,0.5,0,0,0,32.4,17.2,13.9,0,5.1,20,17.7,0,0.076,0
Moses Malone,Philadelphia 76ers,1983,Regular,1,27,78,78,2922,10.5,20.9,0.501,0,0,0,10.5,20.9,0.502,9.6,12.6,0.761,7.1,12,19.1,1.6,1.4,2.5,4.2,3.3,30.5,116,97,25.1,0.578,0.001,0.604,16.8,25.9,21.6,5.1,1.4,3,13.8,26,15.1,0.248,10.8
Andrew Toney,Philadelphia 76ers,1983,Regular,2,25,81,81,2474,11.8,23.6,0.501,0.4,1.4,0.289,11.4,22.2,0.514,6.1,7.8,0.788,0.8,3.5,4.3,6.9,1.5,0.3,5.1,4.8,30.2,108,104,17.9,0.558,0.061,0.329,1.9,7.5,4.8,22.5,1.5,0.4,15.9,27.3,7.3,0.141,4.32
Maurice Cheeks,Philadelphia 76ers,1983,Regular,3,26,79,79,2465,7.7,14.1,0.542,0,0.1,0.167,7.6,14,0.545,3.4,4.6,0.754,1,3,4,10.3,3.5,0.6,3.4,3.5,18.8,117,101,18.6,0.582,0.008,0.322,2.4,6.4,4.5,29.6,3.5,0.7,17.4,16.6,9.4,0.183,9.72
Julius Erving,Philadelphia 76ers,1983,Regular,4,32,72,72,2421,11.7,22.6,0.517,0,0.1,0.286,11.6,22.5,0.518,6.4,8.4,0.759,3.3,6.1,9.5,5.1,2.2,2.5,3.8,3.9,29.8,115,99,23.1,0.566,0.006,0.372,7.9,13.3,10.7,16.5,2.2,3,12.6,25.5,10.9,0.217,13.77
Clint Richardson,Philadelphia 76ers,1983,Regular,5,26,77,1,1755,6.9,14.9,0.463,0,0.2,0,6.9,14.7,0.468,1.9,3,0.64,2.6,4,6.6,4.5,1.9,0.5,2.6,4.4,15.7,103,103,11.4,0.485,0.011,0.199,6.2,8.6,7.4,12.6,1.9,0.6,14,16,3.3,0.09,2.7
Bobby Jones,Philadelphia 76ers,1983,Regular,6,31,74,0,1749,6.7,12.3,0.543,0,0,0,6.7,12.3,0.545,4.4,5.6,0.793,2.7,6.5,9.2,3.8,2.3,2.4,2.9,5.3,17.8,117,99,16.4,0.603,0.002,0.452,6.4,14,10.4,10.6,2.3,2.9,16.5,15,6.4,0.175,7.56
Marc Iavaroni,Philadelphia 76ers,1983,Regular,7,26,80,77,1612,4.7,10.2,0.462,0,0.1,0,4.7,10.2,0.464,2.3,3.3,0.69,3.4,6.1,9.5,2.4,0.9,1.3,3.9,6.9,11.7,92,103,7.3,0.502,0.006,0.32,8,13.3,10.8,6.4,0.9,1.5,24.8,13.2,1.5,0.045,0.81
Franklin Edwards,Philadelphia 76ers,1983,Regular,8,23,81,3,1266,8.4,17.8,0.472,0,0.3,0,8.4,17.5,0.48,3.2,4.2,0.761,0.8,2.3,3.1,8.2,3,0.2,4.1,4.4,20,103,102,14.2,0.509,0.017,0.234,2,5,3.5,24,3,0.3,17.1,20.1,2.7,0.104,0.54
Earl Cureton,Philadelphia 76ers,1983,Regular,9,25,73,3,987,5.1,12.2,0.419,0,0,NA,5.1,12.2,0.419,1.6,3.2,0.493,4,8.8,12.7,2,1.8,1.1,3.6,6.8,11.8,87,99,8.1,0.433,0,0.26,9.4,19,14.4,5.5,1.8,1.3,20.9,14.6,0.8,0.041,-0.27
Russ Schoene,Philadelphia 76ers,1983,Regular,10,22,46,2,702,7.1,13.8,0.512,0,0.1,0,7.1,13.7,0.515,1.4,1.9,0.75,3.5,6.8,10.3,2.1,0.9,0.6,3.1,7.9,15.5,103,103,9.8,0.531,0.005,0.135,8.2,14.7,11.6,6,0.9,0.7,17.3,15,1.3,0.089,0.27
Clemon Johnson,Philadelphia 76ers,1983,Regular,11,26,32,4,698,6.1,12.2,0.5,0,0,NA,6.1,12.2,0.5,2.3,3.9,0.586,5,8.7,13.7,1.6,1.1,1.9,2.4,5.6,14.5,108,100,12.8,0.52,0,0.319,11.8,18.8,15.5,4.4,1.1,2.3,14.8,13.8,1.8,0.125,1.08
Reggie Johnson,Philadelphia 76ers,1983,Regular,12,25,29,8,549,5.9,13.1,0.448,0,0,NA,5.9,13.1,0.448,1.9,2.6,0.733,2.7,4.9,7.7,2,0.7,1.4,3,7,13.6,95,104,7.4,0.478,0,0.195,6.4,10.7,8.6,5.4,0.7,1.7,17.3,14.6,0.6,0.05,-0.27
Mark McNamara,Philadelphia 76ers,1983,Regular,13,23,36,2,182,7.4,16.4,0.453,0,0,NA,7.4,16.4,0.453,5.1,11.6,0.444,8.7,10.8,19.5,1.8,0.8,0.8,9.2,10.8,20,80,100,7.6,0.465,0,0.703,20.6,23.3,22,5.1,0.8,0.9,30.1,26.1,-0.2,-0.056,-0.81
J.J. Anderson,Philadelphia 76ers,1983,Regular,14,22,13,0,48,7.8,21.4,0.364,0,1,0,7.8,20.4,0.381,1,2.9,0.333,3.9,7.8,11.7,1,1,0,4.9,5.8,16.6,74,102,3.9,0.364,0.045,0.136,9.2,16.9,13.2,2.8,1,0,17.7,23.4,-0.1,-0.082,-0.27
Tim Duncan,San Antonio Spurs,2003,Regular,1,26,81,81,3181,12,23.3,0.513,0.1,0.4,0.273,11.9,23,0.517,7.5,10.6,0.71,4.3,13.1,17.5,5.3,0.9,4,4.2,3.9,31.6,112,94,26.9,0.564,0.016,0.455,9.9,27.3,19,19.5,0.9,5.2,12.9,28,16.5,0.248,20.52
Tony Parker,San Antonio Spurs,2003,Regular,2,20,82,82,2774,9.3,20.1,0.464,1.6,4.7,0.337,7.7,15.4,0.503,4.2,5.6,0.755,0.6,3.5,4.2,8.3,1.4,0.1,3.8,3.3,24.4,108,104,16.5,0.542,0.233,0.278,1.4,7.3,4.5,27.9,1.4,0.1,14.5,22.9,7.7,0.134,4.32
Bruce Bowen,San Antonio Spurs,2003,Regular,3,31,82,82,2566,4.6,10,0.466,2.1,4.8,0.441,2.5,5.2,0.488,0.7,1.8,0.404,1.2,3.7,5,2.3,1.4,0.9,1.5,4.1,12.1,110,103,9.1,0.563,0.478,0.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,5.1,0.096,6.21
Stephen Jackson,San Antonio Spurs,2003,Regular,4,24,80,58,2254,8.4,19.4,0.435,2.2,7,0.32,6.2,12.3,0.501,3.3,4.3,0.76,1.6,5.2,6.8,4.3,3,0.7,4.2,4.8,22.4,99,99,14.5,0.526,0.363,0.224,3.6,10.8,7.4,14.1,3,0.9,16.4,22.1,4.8,0.102,5.670000000000001
Malik Rose,San Antonio Spurs,2003,Regular,5,28,79,13,1933,8,17.4,0.459,0.1,0.1,0.4,7.9,17.2,0.459,6.7,8.4,0.791,4.1,9.9,14,3.4,1.6,1.1,4.7,5.7,22.7,102,98,16.1,0.538,0.008,0.486,9.3,20.5,15.2,11,1.6,1.5,18.2,22.4,5.2,0.13,2.43
David Robinson,San Antonio Spurs,2003,Regular,6,37,64,64,1676,6.3,13.4,0.469,0,0,NA,6.3,13.4,0.469,4.8,6.8,0.71,5.2,11,16.2,1.9,1.7,3.5,2.6,4,17.4,109,95,17.8,0.531,0,0.51,11.8,22.8,17.6,5.9,1.7,4.6,13.9,16.5,6,0.172,4.59
Manu Ginobili,San Antonio Spurs,2003,Regular,7,25,69,5,1431,6.5,14.8,0.438,1.9,5.5,0.345,4.6,9.3,0.494,4.7,6.4,0.737,1.8,4.2,6,5.1,3.6,0.6,3.7,6.3,19.6,106,98,14.7,0.556,0.373,0.431,4,8.8,6.5,15.8,3.6,0.8,17.5,18.5,4.2,0.141,4.59
Steve Smith,San Antonio Spurs,2003,Regular,8,33,53,18,1032,5.8,15,0.388,2,6.1,0.331,3.8,8.9,0.428,4.9,5.9,0.833,1.1,4,5.1,3.6,1.4,0.5,2.2,4.1,18.6,109,103,12,0.528,0.405,0.392,2.5,8.4,5.6,10.9,1.4,0.6,11.2,17.3,2.5,0.117,0.81
Steve Kerr,San Antonio Spurs,2003,Regular,9,37,75,0,952,6.2,14.3,0.43,2.7,6.9,0.395,3.4,7.4,0.462,1.7,1.9,0.882,0.7,2.7,3.4,3.9,1.5,0.2,2,2.7,16.7,111,105,11.4,0.552,0.484,0.133,1.5,5.6,3.7,11.9,1.5,0.2,11.4,14.9,2.2,0.109,0.27
Kevin Willis,San Antonio Spurs,2003,Regular,10,40,71,6,840,7.8,16.3,0.479,0,0.1,0,7.8,16.2,0.482,3.2,5.3,0.614,5.3,9.1,14.3,1.5,1.3,1.3,3.8,7.6,18.9,98,99,12.5,0.506,0.008,0.323,12,18.8,15.6,4.9,1.3,1.7,17,19.5,1.6,0.091,-1.08
Danny Ferry,San Antonio Spurs,2003,Regular,11,36,64,1,601,3.9,11,0.355,1.9,5.3,0.35,2,5.7,0.359,0.9,1.2,0.769,1.8,4.9,6.7,1.9,0.6,0.8,2.4,4.9,10.6,90,104,5.1,0.459,0.484,0.105,4,10.1,7.2,5.3,0.6,1,17.2,12.1,0.3,0.028,-0.81
Speedy Claxton,San Antonio Spurs,2003,Regular,12,24,30,0,471,7.6,16.4,0.462,0,1.2,0,7.6,15.2,0.5,4.4,6.5,0.684,2.5,3.8,6.3,8.5,2.5,0.8,4,4.9,19.6,105,101,15.9,0.509,0.076,0.393,5.7,8,6.9,26.9,2.5,1,17.1,20.2,1.2,0.125,0.54
