name,team,year,season,rank,age,games,starts,reg_minutes,fg,fga,fg_percent,three_made,three_attempts,three_pct,two_made,two_attemtps,two_pct,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts,off_rating,def_rating,efficiency_rating,adj_fg_pct,three_rate,ft_rate,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usage,win_share,win_share_per_48,war
Bob Hansen,Chicago Bulls,1992,Playoffs,12,31,9,0,69,7,17.2,0.409,2.3,4.7,0.5,4.7,12.5,0.375,0.8,2.3,0.333,3.1,3.9,7,7.8,0.8,0,1.6,7.8,17.2,112,110,10.7,0.472,0.273,0.136,7.1,8.8,7.9,21.5,0.8,0,7.9,16.8,0.1,0.102,0
Scottie Pippen,Chicago Bulls,1993,Playoffs,1,27,19,19,789,10.4,22.5,0.465,0.2,1.2,0.176,10.2,21.3,0.481,5.1,8,0.638,2.5,6.5,9.1,7.4,2.8,0.9,4.9,4.3,26.2,102,105,16.9,0.504,0.052,0.355,5.8,14.6,10.2,21.8,2.8,1.2,15.8,26.2,1.4,0.083,2.7
Michael Jordan,Chicago Bulls,1993,Playoffs,2,29,19,19,783,17.4,36.6,0.475,1.9,5,0.389,15.4,31.6,0.489,9.4,11.7,0.805,2.2,6.6,8.9,7.9,2.7,1.2,3.1,4,46.1,119,105,30.1,0.553,0.136,0.32,5,14.9,10,29.4,2.7,1.6,7,38,4.4,0.27,6.75
Horace Grant,Chicago Bulls,1993,Playoffs,3,27,19,19,651,6.9,12.7,0.546,0,0,NA,6.9,12.7,0.546,3.1,4.5,0.685,5.1,7.9,13,3.7,1.9,1.9,1.4,5,16.9,127,105,17,0.577,0,0.355,11.5,17.8,14.6,9.8,1.9,2.5,8.8,13.6,2.4,0.18,3.24
B.J. Armstrong,Chicago Bulls,1993,Playoffs,4,25,19,19,643,7.4,14.2,0.524,1.8,3.5,0.512,5.7,10.7,0.528,1.7,1.9,0.909,0.5,1.9,2.4,5.2,1.6,0.2,1.2,4.1,18.3,129,112,13.2,0.611,0.244,0.131,1.1,4.2,2.7,14.2,1.6,0.2,7.3,13.7,1.8,0.137,1.62
Bill Cartwright,Chicago Bulls,1993,Playoffs,5,35,19,19,444,5.6,12.1,0.465,0,0,NA,5.6,12.1,0.465,3.4,4.4,0.778,3.4,7,10.4,3.5,1.3,0.4,1.6,6.2,14.7,116,108,11.5,0.522,0,0.364,7.7,15.6,11.7,9.2,1.3,0.5,10.2,13.2,1,0.113,0.81
Scott Williams,Chicago Bulls,1993,Playoffs,6,24,19,0,395,6,11.9,0.506,0,0.3,0,6,11.7,0.518,2.2,4,0.552,5.5,9.7,15.2,3.6,1,2.3,3.3,8,14.3,105,105,12.2,0.521,0.023,0.333,12.4,21.9,17.2,9.3,1,3.1,19.4,14.4,0.8,0.091,0.81
John Paxson,Chicago Bulls,1993,Playoffs,7,32,19,0,331,5.7,9.8,0.583,2.5,3.9,0.625,3.3,5.9,0.556,1.3,1.8,0.727,0.8,2.3,3.1,5.2,1,0.2,0.7,4.9,15.2,150,113,12.6,0.717,0.4,0.183,1.9,5.1,3.5,13.6,1,0.2,5.8,9.6,1.1,0.16,0.81
Stacey King,Chicago Bulls,1993,Playoffs,8,26,19,0,229,6.2,15.6,0.394,0,0,NA,6.2,15.6,0.394,5.9,7.3,0.806,4.7,4.7,9.5,3.3,2.1,0.9,3.3,9,18.2,103,107,11,0.483,0,0.47,10.7,10.6,10.7,8.7,2.1,1.3,15,18.8,0.4,0.074,0
Trent Tucker,Chicago Bulls,1993,Playoffs,9,33,19,0,208,5,12,0.413,3.1,6.8,0.462,1.8,5.2,0.35,0.8,1.6,0.5,1,3.4,4.4,5,1.8,0,1.8,3.9,13.8,113,110,9.8,0.545,0.565,0.13,2.4,7.6,5,12.6,1.8,0,12.6,12.3,0.4,0.084,0.27
Will Perdue,Chicago Bulls,1993,Playoffs,10,27,13,0,101,5.4,10.7,0.5,0,0,NA,5.4,10.7,0.5,2.7,5.4,0.5,8.1,8.1,16.1,2.7,0.5,1.1,4.3,9.7,13.4,101,108,9.5,0.512,0,0.5,18.2,18.1,18.2,6.9,0.5,1.4,24.7,14.8,0.1,0.055,0
Rodney McCray,Chicago Bulls,1993,Playoffs,11,31,7,0,39,1.4,8.3,0.167,0,0,NA,1.4,8.3,0.167,0,0,NA,2.8,15.3,18.1,7,0,1.4,5.6,5.6,2.8,55,104,2.4,0.167,0,0,6.3,34.3,20.4,16.2,0,1.8,40,11.8,-0.1,-0.1,-0.27
Darrell Walker,Chicago Bulls,1993,Playoffs,12,31,9,0,22,2.5,9.9,0.25,0,0,NA,2.5,9.9,0.25,4.9,7.4,0.667,0,2.5,2.5,12.3,0,0,2.5,0,9.9,99,115,8.1,0.376,0,0.75,0,5.5,2.8,29.5,0,0,15.8,13.2,0,0.009,0
Scottie Pippen,Chicago Bulls,1996,Playoffs,1,30,18,18,742,8.3,21.4,0.39,2.2,7.8,0.286,6.1,13.6,0.451,3.8,6,0.638,4.6,6.8,11.4,8,3.5,1.2,3.1,3.8,22.7,111,96,19.4,0.473,0.366,0.279,9.7,15.8,12.6,24.9,3.5,2,11.3,22.2,3,0.195,5.670000000000001
Michael Jordan,Chicago Bulls,1996,Playoffs,2,32,18,18,733,14.1,30.7,0.459,1.9,4.7,0.403,12.2,26,0.47,11.5,14.1,0.818,2.3,4.4,6.7,5.6,2.5,0.5,3.2,3.7,41.6,123,101,26.7,0.564,0.152,0.459,4.9,10.2,7.4,21.2,2.5,0.7,7.9,32.9,4.7,0.306,5.13
Dennis Rodman,Chicago Bulls,1996,Playoffs,3,34,18,15,620,4.5,9.2,0.485,0,0,NA,4.5,9.2,0.485,3.1,5.3,0.593,8.7,13.3,22,3.3,1.2,0.7,3.7,6.8,12,108,97,14.1,0.523,0,0.573,18.3,30.9,24.3,9.2,1.2,1.2,24.1,12.4,1.9,0.149,2.43
Ron Harper,Chicago Bulls,1996,Playoffs,4,32,18,16,494,6.4,15,0.425,1.7,5.3,0.319,4.7,9.7,0.483,3.2,4.7,0.69,2.9,4.6,7.5,5,2.8,0.8,2,4.3,17.7,116,99,14.8,0.518,0.351,0.313,6.1,10.7,8.3,14.8,2.8,1.3,10.6,15.7,1.8,0.174,2.43
Toni Kukoc,Chicago Bulls,1996,Playoffs,5,27,15,5,439,7.4,19,0.391,1.6,8.6,0.191,5.8,10.5,0.554,3.9,4.7,0.838,2.4,5.5,7.9,7.3,1.8,0.5,3.3,4.2,20.4,108,101,14.1,0.484,0.45,0.245,5,12.9,8.7,22.2,1.8,0.8,13.5,20,1.3,0.14,1.62
Luc Longley,Chicago Bulls,1996,Playoffs,6,27,18,18,439,7.7,16.4,0.469,0,0,NA,7.7,16.4,0.469,3.5,4.7,0.757,4.3,6,10.3,3.5,0.9,3.1,4.8,10.5,18.9,98,100,11.1,0.513,0,0.285,9,14.1,11.4,10.8,0.9,5.2,20.6,19,0.8,0.091,1.08
Steve Kerr,Chicago Bulls,1996,Playoffs,7,30,18,0,357,6,13.5,0.448,2.6,8.2,0.321,3.4,5.3,0.647,4.2,4.8,0.871,0.5,2.3,2.8,4.8,2.2,0,2,3.3,18.9,126,103,13.7,0.606,0.609,0.356,1,5.4,3.1,14,2.2,0,11.4,14.4,1.4,0.184,1.08
Bill Wennington,Chicago Bulls,1996,Playoffs,8,32,18,0,169,8.5,16.4,0.52,0,0.3,0,8.5,16,0.531,0.7,1.3,0.5,3.6,6.2,9.8,2.9,1.3,0.3,1.6,9.8,17.7,113,102,11.7,0.522,0.02,0.08,7.5,14.5,10.8,9.2,1.3,0.5,8.8,15.2,0.5,0.145,0.27
Jud Buechler,Chicago Bulls,1996,Playoffs,9,27,17,0,127,7.8,16.5,0.474,3.5,9.1,0.381,4.4,7.4,0.588,0.9,1.7,0.5,0.9,3.5,4.4,2.6,3,0,3.5,5.7,20,105,100,11.4,0.578,0.553,0.105,1.8,8.1,4.8,8,3,0,16.8,17.1,0.3,0.116,0.27
Randy Brown,Chicago Bulls,1996,Playoffs,10,27,16,0,112,7.9,13.8,0.571,1.5,3,0.5,6.4,10.9,0.591,4.4,5.9,0.75,1.5,3.5,4.9,3.5,2.5,0.5,3.5,8.9,21.7,119,101,14.2,0.661,0.214,0.429,3.1,8,5.4,10.6,2.5,0.8,17.4,16.3,0.4,0.18,0.27
John Salley,Chicago Bulls,1996,Playoffs,11,31,16,0,85,3.9,7.2,0.545,0,0,NA,3.9,7.2,0.545,1.3,4.6,0.286,2.6,4.6,7.2,3.9,0.7,1.3,2.6,16.3,9.1,97,103,3.9,0.497,0,0.636,5.5,10.6,7.9,10.7,0.7,2.2,22.1,9.6,0.1,0.069,0
James Edwards,Chicago Bulls,1996,Playoffs,12,40,6,0,28,7.9,17.8,0.444,0,0,NA,7.9,17.8,0.444,5.9,7.9,0.75,0,7.9,7.9,0,0,0,2,19.7,21.7,105,103,4.8,0.511,0,0.444,0,18.4,8.7,0,0,0,8.5,19.1,0.1,0.103,-0.27
Michael Jordan,Chicago Bulls,1997,Playoffs,1,33,19,19,804,15.8,34.8,0.456,0.9,4.7,0.194,14.9,30.1,0.497,8.6,10.3,0.831,2.9,7.5,10.5,6.4,2.1,1.2,3.4,3.2,41.2,114,101,27.1,0.524,0.135,0.297,5.9,16.4,10.9,25.7,2.1,1.9,8,35.5,3.9,0.235,5.940000000000001
Scottie Pippen,Chicago Bulls,1997,Playoffs,2,31,19,19,753,9.6,23,0.417,2.9,8.4,0.345,6.7,14.6,0.459,5.1,6.4,0.791,2.7,6.9,9.6,5.4,2.1,1.3,4.1,3.7,27.2,107,101,18.1,0.526,0.366,0.278,5.4,15,10,17.3,2.1,2.2,13.7,24.9,2.3,0.145,3.78
Dennis Rodman,Chicago Bulls,1997,Playoffs,3,35,19,14,535,3.1,8.5,0.37,0.4,1.7,0.25,2.7,6.8,0.4,1.6,2.7,0.577,6.2,10.6,16.8,2.8,1,0.4,2.9,7.8,8.3,96,101,7.9,0.427,0.198,0.321,12.4,23,17.5,7.6,1,0.7,23.2,10.5,0.8,0.074,0.81
Ron Harper,Chicago Bulls,1997,Playoffs,4,33,19,19,515,5.4,13.6,0.4,2.3,6.6,0.344,3.2,7,0.453,2.3,3.1,0.75,2.2,6.6,8.8,6.2,2.6,1.5,1.2,4.7,15.5,122,100,15.7,0.517,0.488,0.224,4.4,14.4,9.2,17.7,2.6,2.5,7.4,13.4,2,0.183,2.7
Luc Longley,Chicago Bulls,1997,Playoffs,5,28,19,19,432,7.4,13.5,0.548,0,0,NA,7.4,13.5,0.548,1.3,3.4,0.385,5.1,5.8,10.9,4.5,0.9,2.1,3.6,8.4,16.1,104,103,12.3,0.537,0,0.25,10.1,12.7,11.4,13.7,0.9,3.4,19.5,15.5,0.9,0.098,1.35
Toni Kukoc,Chicago Bulls,1997,Playoffs,6,28,19,0,423,6,16.6,0.36,2.5,7,0.358,3.4,9.6,0.361,5.4,7.7,0.707,1.7,5.4,7.2,7.2,1.7,0.5,2.3,4,19.9,113,104,14.6,0.498,0.424,0.464,3.5,11.8,7.5,20.7,1.7,0.9,10.1,18.5,1.3,0.146,1.08
Steve Kerr,Chicago Bulls,1997,Playoffs,7,31,19,0,341,5.4,12.7,0.429,2.6,6.9,0.381,2.8,5.8,0.486,2.1,2.3,0.929,0.7,2.3,3,3.3,2.8,0.3,1.3,4.1,15.6,121,104,11.8,0.571,0.545,0.182,1.3,5,3.1,9.4,2.8,0.5,8.8,12.5,1,0.144,0.81
Bison Dele,Chicago Bulls,1997,Playoffs,8,27,19,0,336,8.4,17.4,0.481,0,0,NA,8.4,17.4,0.481,2.7,5.2,0.516,5.2,6.7,11.9,1.8,3.2,1.3,2.3,10.5,19.4,105,99,13.8,0.493,0,0.298,10.4,14.5,12.3,5.7,3.2,2.2,10.6,18.3,0.9,0.132,0.81
Jason Caffey,Chicago Bulls,1997,Playoffs,9,23,17,5,167,5,11.1,0.455,0,0,NA,5,11.1,0.455,3.7,4.7,0.786,8.4,5.7,14.1,5,1,1,4,9.1,13.8,109,104,12.5,0.523,0,0.424,16.8,12.4,14.7,14.2,1,1.6,23.5,14.3,0.4,0.117,0.54
Jud Buechler,Chicago Bulls,1997,Playoffs,10,28,18,0,138,5.3,12.6,0.419,1.6,4.9,0.333,3.7,7.7,0.474,1.2,2,0.6,3.7,5.7,9.4,2,1.2,0.4,0.4,6.1,13.4,120,105,10.5,0.497,0.387,0.161,7.3,12.4,9.7,5.8,1.2,0.7,2.9,11.6,0.4,0.135,0.27
Randy Brown,Chicago Bulls,1997,Playoffs,11,28,17,0,98,5.2,17.2,0.3,0,0,NA,5.2,17.2,0.3,1.7,2.9,0.6,1.7,4,5.7,3.4,4.6,1.1,2.3,12.6,12,78,98,4.4,0.326,0,0.167,3.4,8.7,6,9.7,4.6,1.9,11,17.2,0,0.007,0
Robert Parish,Chicago Bulls,1997,Playoffs,12,43,2,0,18,3.1,21.8,0.143,0,0,NA,3.1,21.8,0.143,0,0,NA,6.2,6.2,12.5,0,0,9.4,0,6.2,6.2,55,98,2.6,0.143,0,0,12.5,13.5,13,0,0,15.2,0,18.2,0,-0.1,0
Michael Jordan,Chicago Bulls,1998,Playoffs,1,34,21,21,872,15.9,34.4,0.462,0.9,2.8,0.302,15.1,31.6,0.476,11.8,14.6,0.812,2.2,4.8,7,4.8,2.1,0.8,2.9,3.1,44.5,117,103,28.1,0.545,0.082,0.424,4.5,11,7.6,19.9,2.1,1.1,6.7,36.6,4.8,0.265,4.86
Scottie Pippen,Chicago Bulls,1998,Playoffs,2,32,21,21,836,8.3,20.1,0.415,1.2,5.4,0.228,7.1,14.7,0.484,6.2,9.1,0.679,3.3,6.9,10.2,7.5,3.1,1.4,3.5,4.5,24.1,108,99,19.5,0.5,0.269,0.456,7,15.7,11.1,23.6,3.1,1.9,12.6,23,2.9,0.166,5.13
Dennis Rodman,Chicago Bulls,1998,Playoffs,3,36,21,9,722,3.1,8.3,0.371,0.1,0.3,0.25,3,8,0.376,1.8,3,0.605,7.8,11.8,19.6,3.2,1.1,1,2.8,7,8.1,101,100,10.8,0.419,0.038,0.362,16.3,26.9,21.3,8.7,1.1,1.4,22.3,10.3,1.5,0.097,2.16
Toni Kukoc,Chicago Bulls,1998,Playoffs,4,29,21,17,637,9.5,19.5,0.486,2.1,5.5,0.377,7.4,14.1,0.529,3.6,5.6,0.645,2.2,5.1,7.3,5.4,2.3,0.9,2.4,5.1,24.6,116,102,18.5,0.561,0.28,0.284,4.5,11.6,7.9,17.5,2.3,1.3,9.9,20.4,2.4,0.182,2.9700000000000006
Ron Harper,Chicago Bulls,1998,Playoffs,5,34,21,21,563,5.7,12.4,0.459,0.5,1.9,0.263,5.2,10.4,0.495,2.4,4,0.615,2.2,5.6,7.8,4.9,2,1.8,1.8,4.3,14.3,110,102,13.3,0.507,0.156,0.32,4.6,12.7,8.5,14.1,2,2.6,11.5,13.3,1.5,0.126,1.89
Luc Longley,Chicago Bulls,1998,Playoffs,6,29,18,16,456,6.8,15,0.45,0,0,NA,6.8,15,0.45,4.3,4.9,0.872,4.3,7,11.3,4.4,1.5,1.9,4.5,9.1,17.8,100,101,12.3,0.518,0,0.325,8.9,16,12.3,13.1,1.5,2.6,20.8,18.1,0.9,0.092,0.81
Steve Kerr,Chicago Bulls,1998,Playoffs,7,32,21,0,415,4.5,10.5,0.434,2.6,5.6,0.463,1.9,4.8,0.4,2.5,3,0.818,1.1,1.2,2.3,4.8,1,0,0.7,3.6,14.2,135,108,11.3,0.601,0.539,0.289,2.3,2.8,2.5,13.5,1,0,5.5,10.4,1.3,0.149,0.54
Scott Burrell,Chicago Bulls,1998,Playoffs,8,27,21,0,261,7,16,0.438,1.3,4.4,0.3,5.7,11.6,0.491,2.2,2.4,0.909,2.4,7,9.4,2.2,4.2,0.7,2.4,7.2,17.5,104,97,13.5,0.514,0.274,0.151,5,16,10.2,6.6,4.2,0.9,12.4,16.2,0.7,0.132,0.54
Bill Wennington,Chicago Bulls,1998,Playoffs,9,34,16,0,119,9.6,18.2,0.526,0,0,NA,9.6,18.2,0.526,1.9,3.8,0.5,1.4,5.3,6.7,1.4,2.9,1,3.8,11,21.1,94,100,10.4,0.53,0,0.211,3,12,7.3,4.7,2.9,1.3,16.2,19.8,0.2,0.062,0
Dickey Simpkins,Chicago Bulls,1998,Playoffs,10,25,13,0,74,4.6,12.3,0.375,0,0,NA,4.6,12.3,0.375,3.1,6.9,0.444,3.1,6.9,10,2.3,1.5,0.8,2.3,7.7,12.3,88,103,6.6,0.401,0,0.563,6.4,15.8,10.9,6.5,1.5,1.1,13.1,14.8,0,0.028,0
Randy Brown,Chicago Bulls,1998,Playoffs,11,29,14,0,71,1.6,9.6,0.167,0,0,NA,1.6,9.6,0.167,4,4.8,0.833,2.4,4.8,7.2,7.2,1.6,0,5.6,4.8,7.2,69,105,2.5,0.307,0,0.5,5,11,7.9,18.7,1.6,0,32.3,14.5,-0.1,-0.076,-0.27
Jud Buechler,Chicago Bulls,1998,Playoffs,12,29,16,0,64,3.6,9.8,0.364,2.7,4.5,0.6,0.9,5.4,0.167,0,0,NA,3.6,6.2,9.8,2.7,2.7,0.9,0.9,6.2,9.8,119,101,10.8,0.5,0.455,0,7.4,14.2,10.7,7.3,2.7,1.3,8.3,8.9,0.2,0.137,0.27
LeBron James,Cleveland Cavaliers,2016,Playoffs,1,31,21,21,822,14.1,26.9,0.525,2.1,6.1,0.34,12,20.8,0.579,5.3,8,0.661,2.7,10.2,12.9,10.3,3.2,1.7,4.8,3.5,35.6,118,100,30,0.585,0.225,0.297,6.1,22.4,14.4,36.6,3.2,3.2,13.7,30.7,4.7,0.274,8.370000000000001
Kyrie Irving,Cleveland Cavaliers,2016,Playoffs,2,23,21,21,774,13.7,28.9,0.475,3.5,7.9,0.44,10.3,21,0.489,5.3,6,0.875,1,3.2,4.2,6.7,2.5,0.9,3.3,3.1,36.3,117,107,24.4,0.574,0.274,0.208,2.3,7.1,4.7,23.5,2.5,1.6,9.4,30.4,3.4,0.21,3.5100000000000002
J.R. Smith,Cleveland Cavaliers,2016,Playoffs,3,30,21,21,730,5.9,13.6,0.436,4.7,11,0.43,1.2,2.7,0.459,0.9,1.5,0.619,0.5,4.4,4.9,2.1,1.9,0.4,0.8,4,17.6,125,108,12.5,0.613,0.803,0.112,1.1,9.6,5.4,5.8,1.9,0.7,5.3,13.2,2.1,0.135,3.24
Tristan Thompson,Cleveland Cavaliers,2016,Playoffs,4,24,21,21,622,4.2,7.9,0.527,0,0,NA,4.2,7.9,0.527,3.6,6.2,0.575,7.3,8.7,16,1.3,0.7,1.5,1.4,4.7,11.9,128,107,14.2,0.559,0,0.785,16.6,19.1,17.8,3.4,0.7,2.8,12,10.6,2,0.155,1.89
Kevin Love,Cleveland Cavaliers,2016,Playoffs,5,27,20,19,613,7.9,20.6,0.385,4,9.6,0.414,4,11.1,0.359,5.4,6.5,0.84,2.9,12.2,15.1,3.6,0.8,0.7,2.3,2.9,25.3,114,106,17.9,0.539,0.464,0.314,6.6,26.8,16.9,10.6,0.8,1.3,9,22.5,2,0.157,1.62
Richard Jefferson,Cleveland Cavaliers,2016,Playoffs,6,35,21,2,381,6.1,11.7,0.524,1.5,3.9,0.393,4.6,7.8,0.589,2.1,2.8,0.75,2.2,8.1,10.3,1.9,1.4,0.1,1.8,4.7,15.8,120,107,12.5,0.614,0.333,0.238,5,17.7,11.5,5.4,1.4,0.3,12.3,12.8,1,0.124,0.81
Iman Shumpert,Cleveland Cavaliers,2016,Playoffs,7,25,21,0,367,3.6,8.7,0.417,1.9,4.9,0.382,1.7,3.8,0.462,1,1.6,0.636,1.4,5.3,6.8,2.5,1.4,0.4,1.9,5.2,10.1,106,108,7.1,0.54,0.567,0.183,3.3,11.7,7.6,6.3,1.4,0.8,16.7,9.8,0.5,0.062,0.54
Matthew Dellavedova,Cleveland Cavaliers,2016,Playoffs,8,25,20,0,241,5.7,16.3,0.351,1.8,6.8,0.258,4,9.4,0.419,4,5.3,0.75,0.9,2.4,3.3,12.3,0.2,0.2,3.1,6.8,17.1,110,113,10.8,0.461,0.419,0.324,2,5.3,3.7,33.6,0.2,0.4,14.2,18.9,0.4,0.083,-0.54
Channing Frye,Cleveland Cavaliers,2016,Playoffs,9,32,17,0,237,9.2,15.4,0.594,5.8,10.3,0.565,3.4,5.1,0.652,1.3,1.6,0.857,1.1,8,9.2,1.1,1.3,2,1.1,8.3,25.5,147,105,20.5,0.791,0.667,0.101,2.5,17.7,10.2,3.4,1.3,3.7,6.5,15,1.2,0.247,1.35
Timofey Mozgov,Cleveland Cavaliers,2016,Playoffs,10,29,13,0,76,4.2,10.4,0.4,0,0,NA,4.2,10.4,0.4,2.1,2.8,0.75,3.5,11.1,14.6,1.4,2.1,2.1,5.6,11.1,10.4,76,101,4.7,0.447,0,0.267,7.9,24.5,16.3,3.7,2.1,3.8,32.3,15.1,0,-0.023,-0.27
Mo Williams,Cleveland Cavaliers,2016,Playoffs,11,33,13,0,68,6.2,21.8,0.286,2.3,10.1,0.231,3.9,11.7,0.333,0.8,1.6,0.5,0,4.7,4.7,2.3,3.1,0,7.8,6.2,15.6,57,106,-3.3,0.346,0.464,0.071,0,10.3,5.2,6.5,3.1,0,25.7,26.4,-0.3,-0.245,-0.54
James Jones,Cleveland Cavaliers,2016,Playoffs,12,35,12,0,55,1.9,9.6,0.2,1,6.7,0.143,1,2.9,0.333,1,3.9,0.25,1,2.9,3.9,2.9,0,0,1,2.9,5.8,70,114,-0.7,0.255,0.7,0.4,2.2,6.3,4.3,7.2,0,0,7.8,10.7,-0.1,-0.079,-0.27
Dahntay Jones,Cleveland Cavaliers,2016,Playoffs,13,35,15,0,50,6.4,13.8,0.462,1.1,3.2,0.333,5.3,10.6,0.5,4.2,5.3,0.8,0,7.4,7.4,2.1,1.1,1.1,1.1,3.2,18,116,107,12.6,0.559,0.231,0.385,0,16.3,8.3,5.9,1.1,1.9,6.2,15,0.1,0.116,0
Jordan McRae,Cleveland Cavaliers,2016,Playoffs,14,24,2,0,4,52.9,52.9,1,13.2,13.2,1,39.7,39.7,1,0,0,NA,0,26.5,26.5,0,0,0,0,0,119.1,225,101,110.5,1.125,0.25,0,0,58.2,29.5,0,0,0,0,46.2,0.2,1.896,0
Dirk Nowitzki,Dallas Mavericks,2011,Playoffs,1,32,21,21,826,12.9,26.6,0.485,1.5,3.4,0.46,11.3,23.2,0.488,11.7,12.5,0.941,0.8,10.7,11.5,3.6,0.8,0.9,4.4,3.1,39.1,115,105,25.2,0.609,0.126,0.47,1.8,23.2,12.7,13.3,0.8,1.3,12,32,3.6,0.21,3.24
Jason Kidd,Dallas Mavericks,2011,Playoffs,2,37,21,21,744,4.8,12,0.398,3.2,8.6,0.374,1.6,3.4,0.457,1.8,2.2,0.8,0.8,6.3,7.1,11.4,3,0.7,4.2,2.7,14.5,110,104,15.7,0.56,0.714,0.186,1.9,13.6,7.8,32.7,3,1.1,24.3,15.1,1.9,0.121,4.050000000000001
Shawn Marion,Dallas Mavericks,2011,Playoffs,3,32,21,21,690,8.4,18.1,0.467,0,0.4,0,8.4,17.7,0.477,3.2,3.8,0.851,3.7,7,10.7,3.6,1.7,1.5,2.9,4.3,20.1,105,105,15.1,0.509,0.022,0.209,8.4,15.2,11.8,11.6,1.7,2.3,12.8,19.9,1.4,0.096,2.43
Jason Terry,Dallas Mavericks,2011,Playoffs,4,33,21,0,684,10.4,21.7,0.478,3.4,7.7,0.442,7,14,0.497,5.7,6.7,0.843,0.5,2.8,3.2,5.4,2.1,0.2,2.6,3.6,29.8,119,109,20.3,0.604,0.354,0.31,1.1,6,3.6,18.6,2.1,0.4,9.5,24,2.6,0.179,3.24
Tyson Chandler,Dallas Mavericks,2011,Playoffs,5,28,21,21,680,4.6,8,0.582,0,0,NA,4.6,8,0.582,4.3,6.4,0.679,6.4,9.3,15.7,0.7,1.1,1.5,1.1,6.3,13.6,137,105,15.2,0.631,0,0.796,14.6,20.2,17.4,1.9,1.1,2.3,9.6,10.5,2.7,0.188,2.9700000000000006
J.J. Barea,Dallas Mavericks,2011,Playoffs,6,26,21,3,390,10.2,24.4,0.419,2.3,7.1,0.32,8,17.3,0.459,3.8,4.8,0.794,1.1,4.4,5.5,10.1,0.9,0,3.3,4,26.6,107,111,16.8,0.5,0.291,0.198,2.6,9.6,6.1,34.3,0.9,0,11,26.3,0.8,0.1,0.81
Peja Stojakovic,Dallas Mavericks,2011,Playoffs,7,33,19,0,350,7.8,19,0.408,4.6,12.2,0.377,3.2,6.8,0.465,1.1,1.4,0.778,0.5,4.6,5.1,1.1,1.9,0.3,1.4,3.3,21.2,105,108,12,0.54,0.642,0.075,1.1,10,5.6,3.5,1.9,0.5,6.8,18.5,0.5,0.073,0.54
DeShawn Stevenson,Dallas Mavericks,2011,Playoffs,8,29,21,18,332,4.8,13.9,0.349,4.5,11.4,0.397,0.3,2.5,0.133,1.5,2,0.75,0.2,3,3.2,2,1.8,0.3,1.7,6.7,15.7,103,109,7.2,0.532,0.819,0.145,0.4,6.5,3.5,5.8,1.8,0.5,10.2,14.4,0.4,0.052,0.54
Brendan Haywood,Dallas Mavericks,2011,Playoffs,9,31,18,0,275,3.6,6.2,0.581,0,0,NA,3.6,6.2,0.581,4,8.7,0.465,6.9,7.9,14.7,0.8,0.4,3.6,2.6,9.7,11.3,112,105,10.7,0.561,0,1.387,15.5,17.1,16.3,2.2,0.4,5.4,20.7,11.2,0.6,0.11,0.81
Brian Cardinal,Dallas Mavericks,2011,Playoffs,10,33,9,0,37,4.5,6,0.75,4.5,6,0.75,0,0,NA,1.5,3,0.5,0,4.5,4.5,3,1.5,0,4.5,12,15,112,109,7.3,1.025,1,0.5,0,9.8,5,8.5,1.5,0,38.1,10.4,0.1,0.077,0
Ian Mahinmi,Dallas Mavericks,2011,Playoffs,11,24,6,0,33,5,8.4,0.6,0,0,NA,5,8.4,0.6,8.4,15.1,0.556,5,5,10.1,0,1.7,0,0,26.9,18.5,140,107,7.5,0.614,0,1.8,11.4,11,11.2,0,1.7,0,0,13.2,0.1,0.209,0
Corey Brewer,Dallas Mavericks,2011,Playoffs,12,24,6,0,23,9.6,21.7,0.444,2.4,7.2,0.333,7.2,14.5,0.5,0,0,NA,0,4.8,4.8,2.4,9.6,0,4.8,12,21.7,83,91,12.9,0.5,0.333,0,0,10.5,5.3,8,9.6,0,18.2,23.3,0,0.046,0
Ben Wallace,Detroit Pistons,2004,Playoffs,1,29,23,23,924,5.6,12.4,0.454,0,0.2,0,5.6,12.2,0.46,3,7.1,0.427,5.7,14.1,19.8,2.7,2.7,3.4,2.2,3.5,14.2,99,84,18.6,0.46,0.015,0.571,11.8,28.8,20.3,8.8,2.7,5.1,12.6,15,3.6,0.186,5.4
Richard Hamilton,Detroit Pistons,2004,Playoffs,2,25,23,23,924,10.9,24.4,0.447,0.9,2.4,0.385,10,22.1,0.454,7.1,8.3,0.848,1.9,4.5,6.4,5.9,1.6,0.1,4.3,4.3,29.8,105,96,19.6,0.53,0.096,0.341,4,9.1,6.6,23.5,1.6,0.1,13.4,27.6,3.5,0.182,3.78
Chauncey Billups,Detroit Pistons,2004,Playoffs,3,27,23,23,881,7,18.1,0.385,2.3,6.8,0.346,4.6,11.3,0.408,7.7,8.6,0.89,0.9,3.5,4.4,8.6,2,0.1,3.8,3.6,23.9,111,96,18.8,0.546,0.374,0.476,1.8,7.3,4.5,29.8,2,0.2,14.8,21.8,3.7,0.203,3.78
