"","precinct","county","democrat","republican","other","office","active","inactive","total","dem.two.way","turnout","hod_contested"
"1794","401 - MINERAL","LOUISA COUNTY",370,773,20,"Governor",2550,102,2652,32.3709536307962,45.6078431372549,1
"1795","401 - NEWPORT","PAGE COUNTY",223,815,8,"Governor",2634,133,2767,21.4836223506744,39.7114654517844,0
"1796","401 - NUMBER FOUR","AMELIA COUNTY",213,606,7,"Governor",1712,68,1780,26.007326007326,48.2476635514019,0
"1797","401 - POWHATAN COURTHOUSE","POWHATAN COUNTY",356,1172,20,"Governor",3002,123,3125,23.2984293193717,51.5656229180546,1
"1798","401 - PRECINCT 1 - DISTRICT FOUR","FREDERICKSBURG CITY",736,179,14,"Governor",2230,287,2517,80.4371584699454,41.6591928251121,1
"1799","401 - PRECINCT 4","CUMBERLAND COUNTY",186,376,4,"Governor",1264,56,1320,33.0960854092527,44.7784810126582,0
"1800","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",781,40,821,32.378223495702,45.0704225352113,1
"1801","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",647,50,697,32.378223495702,54.4049459041731,1
"1802","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",710,82,792,32.378223495702,49.5774647887324,1
"1803","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",1442,74,1516,32.378223495702,24.4105409153953,1
"1804","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",1559,57,1616,32.378223495702,22.578576010263,1
"1805","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",929,87,1016,32.378223495702,37.8902045209903,1
"1806","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",1011,37,1048,32.378223495702,34.8170128585559,1
"1807","401 - PRECINCT 4-1","COVINGTON CITY",113,236,3,"Governor",2228,157,2385,32.378223495702,15.7989228007181,1
"1808","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",781,40,821,44.2508710801394,37.1318822023047,1
"1809","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",647,50,697,44.2508710801394,44.822256568779,1
"1810","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",710,82,792,44.2508710801394,40.8450704225352,1
"1811","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",1442,74,1516,44.2508710801394,20.1109570041609,1
"1812","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",1559,57,1616,44.2508710801394,18.601667735728,1
"1813","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",929,87,1016,44.2508710801394,31.216361679225,1
"1814","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",1011,37,1048,44.2508710801394,28.6844708209693,1
"1815","401 - PRECINCT 4-1","EMPORIA CITY",127,160,3,"Governor",2228,157,2385,44.2508710801394,13.016157989228,1
"1816","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",781,40,821,88.8888888888889,33.8028169014084,1
"1817","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",647,50,697,88.8888888888889,40.8037094281298,1
"1818","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",710,82,792,88.8888888888889,37.1830985915493,1
"1819","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",1442,74,1516,88.8888888888889,18.3079056865465,1
"1820","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",1559,57,1616,88.8888888888889,16.9339320076972,1
"1821","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",929,87,1016,88.8888888888889,28.4176533907427,1
"1822","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",1011,37,1048,88.8888888888889,26.1127596439169,1
"1823","401 - PRECINCT 4-1","FRANKLIN CITY",232,29,3,"Governor",2228,157,2385,88.8888888888889,11.8491921005386,1
"1824","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",781,40,821,62.5920471281296,87.8361075544174,1
"1825","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",647,50,697,62.5920471281296,106.027820710974,1
"1826","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",710,82,792,62.5920471281296,96.6197183098592,1
"1827","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",1442,74,1516,62.5920471281296,47.5728155339806,1
"1828","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",1559,57,1616,62.5920471281296,44.0025657472739,1
"1829","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",929,87,1016,62.5920471281296,73.8428417653391,1
"1830","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",1011,37,1048,62.5920471281296,67.8536102868447,1
"1831","401 - PRECINCT 4-1","LANCASTER COUNTY",425,254,7,"Governor",2228,157,2385,62.5920471281296,30.7899461400359,1
"1832","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",781,40,821,51.4705882352941,104.737516005122,1
"1833","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",647,50,697,51.4705882352941,126.429675425039,1
"1834","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",710,82,792,51.4705882352941,115.211267605634,1
"1835","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",1442,74,1516,51.4705882352941,56.7267683772538,1
"1836","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",1559,57,1616,51.4705882352941,52.4695317511225,1
"1837","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",929,87,1016,51.4705882352941,88.0516684607104,1
"1838","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",1011,37,1048,51.4705882352941,80.9099901088032,1
"1839","401 - PRECINCT 4-1","NORTHAMPTON COUNTY",420,396,2,"Governor",2228,157,2385,51.4705882352941,36.7145421903052,1
"1840","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",781,40,821,76.2135922330097,52.8809218950064,1
"1841","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",647,50,697,76.2135922330097,63.8330757341577,1
"1842","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",710,82,792,76.2135922330097,58.169014084507,1
"1843","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",1442,74,1516,76.2135922330097,28.6407766990291,1
"1844","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",1559,57,1616,76.2135922330097,26.4913406029506,1
"1845","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",929,87,1016,76.2135922330097,44.4564047362756,1
"1846","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",1011,37,1048,76.2135922330097,40.8506429277943,1
"1847","401 - PRECINCT 4-1","NOTTOWAY COUNTY",314,98,1,"Governor",2228,157,2385,76.2135922330097,18.5368043087971,1
"1848","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",781,40,821,30.7017543859649,59.1549295774648,1
"1849","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",647,50,697,30.7017543859649,71.4064914992272,1
"1850","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",710,82,792,30.7017543859649,65.0704225352113,1
"1851","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",1442,74,1516,30.7017543859649,32.0388349514563,1
"1852","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",1559,57,1616,30.7017543859649,29.6343810134702,1
"1853","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",929,87,1016,30.7017543859649,49.7308934337998,1
"1854","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",1011,37,1048,30.7017543859649,45.6973293768546,1
"1855","401 - PRECINCT 4-1","RICHMOND COUNTY",140,316,6,"Governor",2228,157,2385,30.7017543859649,20.7360861759425,1
"1856","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",781,40,821,29.7109826589595,112.548015364917,1
"1857","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",647,50,697,29.7109826589595,135.857805255023,1
"1858","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",710,82,792,29.7109826589595,123.802816901408,1
"1859","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",1442,74,1516,29.7109826589595,60.9570041608877,1
"1860","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",1559,57,1616,29.7109826589595,56.3822963438101,1
"1861","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",929,87,1016,29.7109826589595,94.6178686759957,1
"1862","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",1011,37,1048,29.7109826589595,86.9436201780415,1
"1863","401 - PRECINCT 4-1","WESTMORELAND COUNTY",257,608,14,"Governor",2228,157,2385,29.7109826589595,39.4524236983842,1
"1864","401 - PRECINCT 4-A","GREENSVILLE COUNTY",63,142,1,"Governor",408,12,420,30.7317073170732,50.4901960784314,0
"1865","401 - PRECINCT D-1","MONTGOMERY COUNTY",336,475,10,"Governor",1397,69,1466,41.4303329223181,58.7687902648533,1
"1866","401 - PROVIDENCE FORGE","NEW KENT COUNTY",423,785,11,"Governor",2142,109,2251,35.0165562913907,56.9094304388422,1
"1867","401 - RICHLANDS","TAZEWELL COUNTY",211,992,8,"Governor",3175,327,3502,17.5394846217789,38.1417322834646,1
"1868","401 - ROCKY GAP","BLAND COUNTY",108,419,6,"Governor",1156,87,1243,20.4933586337761,46.1072664359862,1
"1869","401 - ROSELAND","NELSON COUNTY",366,524,22,"Governor",1814,78,1892,41.123595505618,50.2756339581036,1
"1870","401 - SCOTTSVILLE","ALBEMARLE COUNTY",371,420,10,"Governor",1526,78,1604,46.9026548672566,52.4901703800786,1
"1871","401 - SCRABBLE","RAPPAHANNOCK COUNTY",243,302,7,"Governor",1048,57,1105,44.5871559633027,52.6717557251908,1
"1872","401 - SHALLOW WELL","GOOCHLAND COUNTY",390,533,14,"Governor",1606,52,1658,42.2535211267606,58.3437110834371,1
"1873","401 - SHILOH","KING GEORGE COUNTY",573,1006,21,"Governor",3864,178,4042,36.2887903736542,41.407867494824,1
"1874","401 - STICKLEYVILLE","LEE COUNTY",71,225,4,"Governor",588,58,646,23.9864864864865,51.0204081632653,1
"1875","401 - STONEHOUSE A","JAMES CITY COUNTY",807,1003,25,"Governor",3675,179,3854,44.585635359116,49.9319727891156,1
"1876","401 - STURGEON","BRUNSWICK COUNTY",399,266,6,"Governor",1561,64,1625,60,42.985265855221,0
"1877","401 - SUMMIT","SPOTSYLVANIA COUNTY",717,745,17,"Governor",3533,256,3789,49.0424076607387,41.8624398528163,1
"1878","401 - THREE FORKS","CAMPBELL COUNTY",175,757,10,"Governor",1674,61,1735,18.7768240343348,56.2724014336918,1
"1879","401 - VENABLE","CHARLOTTESVILLE CITY",706,91,3,"Governor",2557,381,2938,88.5821831869511,31.2866640594447,0
"1880","401 - WARD FOUR","HOPEWELL CITY",562,548,19,"Governor",2538,172,2710,50.6306306306306,44.4838455476753,1
"1881","401 - WARD NO 4","STAUNTON CITY",672,632,27,"Governor",2486,141,2627,51.5337423312883,53.5398230088496,1
"1882","401 - WEST LOVETTSVILLE","LOUDOUN COUNTY",726,831,25,"Governor",3196,153,3349,46.6281310211946,49.4993742177722,1
"1883","401 - WHITE POST","CLARKE COUNTY",462,543,11,"Governor",2013,105,2118,45.9701492537313,50.4719324391456,1
"1884","401 - WOODSTOCK","SHENANDOAH COUNTY",729,1297,28,"Governor",4355,229,4584,35.9822309970385,47.1641791044776,0
"1885","402 - ALUMNI HALL","CHARLOTTESVILLE CITY",1007,240,11,"Governor",2720,341,3061,80.7538091419407,46.25,0
"1886","402 - BATTLEFIELD","PRINCE WILLIAM COUNTY",575,843,14,"Governor",3131,133,3264,40.5500705218618,45.736186521878,1
"1887","402 - BERKLEY","NORFOLK CITY",843,12,7,"Governor",1776,153,1929,98.5964912280702,48.536036036036,0
"1888","402 - BONSACK","ROANOKE COUNTY",109,233,4,"Governor",615,29,644,31.8713450292398,56.260162601626,1
"1889","402 - BROWNS STORE","CULPEPER COUNTY",489,944,21,"Governor",2963,132,3095,34.1242149337055,49.0718866014175,1
"1890","402 - CAMERON","FAIRFAX COUNTY",421,159,4,"Governor",1119,75,1194,72.5862068965517,52.18945487042,0
"1891","402 - CARMEL CHURCH","CAROLINE COUNTY",243,147,3,"Governor",804,38,842,62.3076923076923,48.8805970149254,1
"1892","402 - CENTERVILLE","GOOCHLAND COUNTY",450,1108,14,"Governor",2669,74,2743,28.8831835686778,58.8984638441364,1
"1893","402 - CHURCHVILLE ELEMENTARY","AUGUSTA COUNTY",142,569,17,"Governor",1207,34,1241,19.971870604782,60.3148301574151,1
"1894","402 - COURT HOUSE","CAMPBELL COUNTY",357,1270,18,"Governor",3225,164,3389,21.9422249539029,51.0077519379845,1
"1895","402 - COURTHOUSE","STAFFORD COUNTY",1127,637,24,"Governor",4555,456,5011,63.8888888888889,39.2535675082327,1
"1896","402 - CRESTVIEW","HENRICO COUNTY",727,416,22,"Governor",2354,164,2518,63.6045494313211,49.4902293967715,1
"1897","402 - DANIELS CREEK","HENRY COUNTY",127,298,3,"Governor",1289,86,1375,29.8823529411765,33.2040341349884,0
"1898","402 - DARE","YORK COUNTY",625,1224,24,"Governor",3640,273,3913,33.802055164954,51.456043956044,1
"1899","402 - FERRUM","FRANKLIN COUNTY",128,311,2,"Governor",952,41,993,29.1571753986333,46.3235294117647,1
"1900","402 - FOUR EAST","ORANGE COUNTY",375,527,10,"Governor",2290,162,2452,41.5742793791574,39.825327510917,1
"1901","402 - FOUR HUNDRED TWO","RICHMOND CITY",1412,446,30,"Governor",2731,134,2865,75.9956942949408,69.1321860124497,0
"1902","402 - FOURTH WARD SECOND PRECINCT","LYNCHBURG CITY",335,423,10,"Governor",1601,80,1681,44.1952506596306,47.9700187382886,1
"1903","402 - GENITO","CHESTERFIELD COUNTY",1277,1091,33,"Governor",5346,296,5642,53.9273648648649,44.9120838009727,1
"1904","402 - JACKSON HEIGHTS","ALLEGHANY COUNTY",114,270,4,"Governor",890,37,927,29.6875,43.5955056179775,0
"1905","402 - JASPER","LEE COUNTY",31,154,7,"Governor",441,19,460,16.7567567567568,43.5374149659864,1
"1906","402 - JEWELL RIDGE","TAZEWELL COUNTY",19,116,0,"Governor",343,32,375,14.0740740740741,39.3586005830904,1
"1907","402 - KEELING","PITTSYLVANIA COUNTY",92,503,6,"Governor",1302,67,1369,15.4621848739496,46.1597542242704,0
"1908","402 - KING'S STORE","BRUNSWICK COUNTY",177,76,1,"Governor",520,27,547,69.9604743083004,48.8461538461538,0
"1909","402 - LEEDS","FAUQUIER COUNTY",590,674,12,"Governor",2378,100,2478,46.6772151898734,53.6585365853659,1
"1910","402 - LONCO","AMHERST COUNTY",111,226,4,"Governor",894,48,942,32.9376854599407,38.1431767337808,0
"1911","402 - MAX MEADOWS","WYTHE COUNTY",159,532,5,"Governor",1530,67,1597,23.0101302460203,45.4901960784314,0
"1912","402 - MCKENNEY","DINWIDDIE COUNTY",197,241,3,"Governor",1069,60,1129,44.9771689497717,41.2535079513564,0
"1913","402 - MEADOWVIEW","WASHINGTON COUNTY",271,796,9,"Governor",2424,127,2551,25.398313027179,44.3894389438944,0
"1914","402 - MONTEBELLO","NELSON COUNTY",35,50,3,"Governor",158,12,170,41.1764705882353,55.6962025316456,1
"1915","402 - MONTEZUMA","ROCKINGHAM COUNTY",197,692,5,"Governor",1599,49,1648,22.1597300337458,55.9099437148218,1
"1916","402 - MONTICELLO","ALBEMARLE COUNTY",351,384,7,"Governor",1422,77,1499,47.7551020408163,52.1800281293952,1
"1917","402 - MOUNTAIN VIEW","ROCKBRIDGE COUNTY",202,438,7,"Governor",1314,57,1371,31.5625,49.2389649923896,0
"1918","402 - PAINT BANK","CRAIG COUNTY",11,25,0,"Governor",63,7,70,30.5555555555556,57.1428571428571,1
"1919","402 - PARK VIEW MIDDLE SCHOOL","MECKLENBURG COUNTY",78,49,0,"Governor",269,13,282,61.4173228346457,47.2118959107807,0
"1920","402 - PARKSIDE","SPOTSYLVANIA COUNTY",801,680,18,"Governor",3729,312,4041,54.0850776502363,40.1984446232234,1
"1921","402 - PLEASANT GROVE","LUNENBURG COUNTY",90,238,3,"Governor",772,44,816,27.4390243902439,42.8756476683938,0
"1922","402 - PRECINCT 2 - DISTRICT FOUR","FREDERICKSBURG CITY",371,148,10,"Governor",1655,298,1953,71.4836223506744,31.963746223565,1
"1923","402 - PRECINCT 4-2","NOTTOWAY COUNTY",116,271,0,"Governor",829,46,875,29.9741602067183,46.6827503015682,0
"1924","402 - PRECINCT 4-B","GREENSVILLE COUNTY",206,138,1,"Governor",729,42,771,59.8837209302326,47.3251028806584,0
"1925","402 - PRECINCT D-2","MONTGOMERY COUNTY",329,816,11,"Governor",2080,70,2150,28.7336244541485,55.5769230769231,1
"1926","402 - PROVIDENCE","GRAYSON COUNTY",88,411,2,"Governor",1174,66,1240,17.6352705410822,42.6746166950596,0
"1927","402 - ROLLING HILLS","WINCHESTER CITY",488,581,13,"Governor",2360,206,2566,45.6501403180543,45.8474576271186,1
"1928","402 - SARAHS CREEK","GLOUCESTER COUNTY",423,663,11,"Governor",2269,107,2376,38.9502762430939,48.34728955487,1
"1929","402 - SHENANDOAH","FREDERICK COUNTY",187,380,4,"Governor",1413,98,1511,32.9805996472663,40.410474168436,1
"1930","402 - SOUTH COEBURN","WISE COUNTY",125,761,8,"Governor",2485,247,2732,14.1083521444695,35.9758551307847,0
"1931","402 - STONEHOUSE B","JAMES CITY COUNTY",1254,1354,32,"Governor",4851,229,5080,48.0828220858896,54.421768707483,1
"1932","402 - STUART ADMINISTRATION","PATRICK COUNTY",146,439,8,"Governor",1249,70,1319,24.957264957265,47.4779823859087,1
"1933","402 - SWORDS CREEK","RUSSELL COUNTY",78,491,7,"Governor",1854,69,1923,13.7082601054482,31.0679611650485,1
"1934","402 - THOMAS JEFFERSON ELEM SCHOOL","BEDFORD COUNTY",191,543,7,"Governor",1510,118,1628,26.0217983651226,49.0728476821192,0
"1935","402 - TOWN - WEST SHENANDOAH","WARREN COUNTY",234,451,15,"Governor",1585,75,1660,34.1605839416058,44.1640378548896,1
"1936","402 - WALKER","PULASKI COUNTY",118,465,7,"Governor",910,46,956,20.2401372212693,64.8351648351648,1
"1937","402 - WATERFORD","LOUDOUN COUNTY",601,749,19,"Governor",2685,131,2816,44.5185185185185,50.9869646182495,1
"1938","402 - WEST PARK","SMYTH COUNTY",105,212,1,"Governor",911,133,1044,33.1230283911672,34.9066959385291,0
"1939","402 - WEST WAKEFIELD","SUSSEX COUNTY",51,15,0,"Governor",128,8,136,77.2727272727273,51.5625,0
"1940","402 - WHALEYVILLE","SUFFOLK CITY",216,581,6,"Governor",1597,108,1705,27.1016311166876,50.281778334377,1
"1941","402 - WINDSOR","ISLE OF WIGHT COUNTY",323,632,6,"Governor",2036,139,2175,33.8219895287958,47.2003929273084,1
"1942","402 - WOODLAWN D","CARROLL COUNTY",199,513,4,"Governor",1664,66,1730,27.9494382022472,43.0288461538462,0
"1943","402 - YANCEYVILLE","LOUISA COUNTY",172,203,3,"Governor",763,29,792,45.8666666666667,49.5412844036697,1
"1944","403 - BRAMBLETON","NORFOLK CITY",346,14,5,"Governor",1265,402,1667,96.1111111111111,28.8537549407115,0
"1945","403 - BRANDERMILL","CHESTERFIELD COUNTY",869,920,33,"Governor",3326,170,3496,48.5746226942426,54.7805171377029,1
"1946","403 - BROOKE","STAFFORD COUNTY",686,1054,17,"Governor",3793,247,4040,39.4252873563218,46.3221724228843,1
"1947","403 - BULL RUN","PRINCE WILLIAM COUNTY",561,456,10,"Governor",2474,168,2642,55.1622418879056,41.5117219078416,1
"1948","403 - CENTER","HALIFAX COUNTY",178,443,8,"Governor",1345,84,1429,28.6634460547504,46.7657992565056,1
"1949","403 - CHERRY HILL","DINWIDDIE COUNTY",188,158,1,"Governor",727,25,752,54.3352601156069,47.7303988995873,0
"1950","403 - COLD HARBOR","HANOVER COUNTY",481,1137,30,"Governor",3078,112,3190,29.7280593325093,53.5412605588044,1
"1951","403 - CRAIG SPRINGS","CRAIG COUNTY",40,137,1,"Governor",331,31,362,22.5988700564972,53.7764350453172,1
"1952","403 - CRAIGSVILLE","AUGUSTA COUNTY",72,338,6,"Governor",995,58,1053,17.5609756097561,41.8090452261307,0
"1953","403 - DERBYSHIRE","HENRICO COUNTY",529,700,18,"Governor",1824,53,1877,43.0431244914565,68.3662280701754,1
"1954","403 - EAGLE ROCK","BOTETOURT COUNTY",145,542,7,"Governor",1432,49,1481,21.1062590975255,48.463687150838,0
"1955","403 - ENDICOTT","FRANKLIN COUNTY",126,326,3,"Governor",922,37,959,27.8761061946903,49.3492407809111,1
"1956","403 - FORESTDALE","FAIRFAX COUNTY",470,168,9,"Governor",1368,119,1487,73.6677115987461,47.2953216374269,0
"1957","403 - FOURTH WARD THIRD PRECINCT","LYNCHBURG CITY",585,784,26,"Governor",3260,617,3877,42.7319211102995,42.7914110429448,1
"1958","403 - GRAFTON","YORK COUNTY",380,553,6,"Governor",1890,130,2020,40.7288317256163,49.6825396825397,1
"1959","403 - HONAKER","RUSSELL COUNTY",63,175,3,"Governor",899,45,944,26.4705882352941,26.8075639599555,0
"1960","403 - KNIGHTS OF COLUMBUS BLDG","BEDFORD COUNTY",435,1163,13,"Governor",3006,156,3162,27.2215269086358,53.5928143712575,0
"1961","403 - LEE HILL","SPOTSYLVANIA COUNTY",870,944,22,"Governor",4250,294,4544,47.9603087100331,43.2,1
"1962","403 - LONGVIEW","ISLE OF WIGHT COUNTY",405,501,4,"Governor",1793,99,1892,44.7019867549669,50.7529280535416,1
"1963","403 - LUCKETTS","LOUDOUN COUNTY",760,783,10,"Governor",3322,155,3477,49.2546986390149,46.7489464178206,1
"1964","403 - MOUNTCASTLE","NEW KENT COUNTY",158,285,5,"Governor",921,38,959,35.665914221219,48.642779587405,1
"1965","403 - MT CRAWFORD","ROCKINGHAM COUNTY",47,89,0,"Governor",248,13,261,34.5588235294118,54.8387096774194,1
"1966","403 - NORTH VINTON","ROANOKE COUNTY",281,565,8,"Governor",1990,124,2114,33.2151300236407,42.9145728643216,1
"1967","403 - OAKLAND D","CARROLL COUNTY",81,344,7,"Governor",903,34,937,19.0588235294118,47.8405315614618,0
"1968","403 - OLDTOWN","GRAYSON COUNTY",60,153,1,"Governor",562,40,602,28.169014084507,38.0782918149466,0
"1969","403 - PARKIN'S MILL","FREDERICK COUNTY",393,669,25,"Governor",2568,179,2747,37.0056497175141,42.3286604361371,1
