"","precinct","county","democrat","republican","other","office","active","inactive","total","dem.two.way","turnout","hod_contested"
"3310","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1078,56,1134,59.7381342062193,56.6790352504638,1
"3311","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1636,64,1700,59.7381342062193,37.3471882640587,1
"3312","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1976,76,2052,59.7381342062193,30.9210526315789,1
"3313","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1010,67,1077,59.7381342062193,60.4950495049505,1
"3314","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1077,47,1124,59.7381342062193,56.7316620241411,1
"3315","101 - PRECINCT 1-1","WESTMORELAND COUNTY",365,246,0,"House of Delegates",1412,77,1489,59.7381342062193,43.271954674221,1
"3316","101 - PRECINCT 1-A","GREENSVILLE COUNTY",239,0,12,"House of Delegates",625,35,660,100,40.16,0
"3317","101 - PRECINCT 1 - DISTRICT ONE","FREDERICKSBURG CITY",882,635,212,"House of Delegates",4254,461,4715,58.1410678971655,40.644099670898,1
"3318","101 - PRECINCT A-1","MONTGOMERY COUNTY",823,666,1,"House of Delegates",2444,117,2561,55.2719946272666,60.9656301145663,1
"3319","101 - QUEENS LAKE","YORK COUNTY",622,690,2,"House of Delegates",2181,150,2331,47.4085365853659,60.2475928473177,1
"3320","101 - RECREATION","CHARLOTTESVILLE CITY",1854,0,40,"House of Delegates",3624,286,3910,100,52.2626931567329,0
"3321","101 - RICHARD BLAND","PRINCE GEORGE COUNTY",229,460,0,"House of Delegates",1244,50,1294,33.2365747460087,55.3858520900322,1
"3322","101 - ROCKFISH","NELSON COUNTY",641,594,35,"House of Delegates",2098,67,2165,51.9028340080972,60.5338417540515,1
"3323","101 - ROYAL OAK","WYTHE COUNTY",0,264,36,"House of Delegates",724,26,750,0,41.4364640883978,0
"3324","101 - RUSSELL","CLARKE COUNTY",370,688,0,"House of Delegates",2114,89,2203,34.9716446124764,50.0473036896878,1
"3325","101 - RUSSELLS","FREDERICK COUNTY",197,794,2,"House of Delegates",2041,134,2175,19.8789101917255,48.6526212640862,1
"3326","101 - SALTVILLE","SMYTH COUNTY",0,831,145,"House of Delegates",2433,138,2571,0,40.1150842581175,0
"3327","101 - SALUDA","MIDDLESEX COUNTY",105,210,0,"House of Delegates",578,28,606,33.3333333333333,54.4982698961938,1
"3328","101 - SMITHFIELD","ISLE OF WIGHT COUNTY",565,1131,1,"House of Delegates",3068,165,3233,33.313679245283,55.3129074315515,1
"3329","101 - SOUTH CLINTWOOD","DICKENSON COUNTY",0,507,35,"House of Delegates",2016,113,2129,0,26.8849206349206,0
"3330","101 - SUBLETTS","POWHATAN COUNTY",256,1028,3,"House of Delegates",2238,86,2324,19.9376947040498,57.5067024128686,1
"3331","101 - SURRY","SURRY COUNTY",241,389,1,"House of Delegates",1065,62,1127,38.2539682539683,59.2488262910798,1
"3332","101 - VERA","APPOMATTOX COUNTY",66,289,22,"House of Delegates",764,25,789,18.5915492957746,49.3455497382199,1
"3333","101 - WARD NO 1","STAUNTON CITY",639,588,45,"House of Delegates",2998,314,3312,52.078239608802,42.4282855236825,1
"3334","101 - WARD ONE","HOPEWELL CITY",252,332,0,"House of Delegates",1637,171,1808,43.1506849315069,35.6750152718387,1
"3335","101 - WARM SPRINGS","BATH COUNTY",0,170,75,"House of Delegates",560,34,594,0,43.75,0
"3336","101 - WASHINGTON","RAPPAHANNOCK COUNTY",256,352,40,"House of Delegates",1151,60,1211,42.1052631578947,56.2988705473501,1
"3337","101 - WAVERLY","SUSSEX COUNTY",376,12,11,"House of Delegates",1084,91,1175,96.9072164948454,36.8081180811808,0
"3338","101 - WEBER CITY","SCOTT COUNTY",86,318,1,"House of Delegates",1092,83,1175,21.2871287128713,37.0879120879121,1
"3339","101 - WEST FAIRFAX","CULPEPER COUNTY",745,795,1,"House of Delegates",3945,243,4188,48.3766233766234,39.0621039290241,1
"3340","101 - WEST LURAY","PAGE COUNTY",0,944,50,"House of Delegates",2891,154,3045,0,34.3825665859564,0
"3341","101 - WEST POINT","KING WILLIAM COUNTY",324,807,4,"House of Delegates",2148,95,2243,28.6472148541114,52.8398510242086,1
"3342","101 - WHITE OAK","DINWIDDIE COUNTY",152,0,34,"House of Delegates",704,39,743,100,26.4204545454545,0
"3343","101 - WOODBROOK","ALBEMARLE COUNTY",1209,0,60,"House of Delegates",2803,184,2987,100,45.2729218694256,0
"3344","101 - WRIGHT SHOP","AMHERST COUNTY",331,279,0,"House of Delegates",1464,67,1531,54.2622950819672,41.6666666666667,1
"3345","101 - WRIGHTS STORE","MECKLENBURG COUNTY",0,197,0,"House of Delegates",716,49,765,0,27.5139664804469,0
"3346","101 - ZION","LOUISA COUNTY",585,756,0,"House of Delegates",2420,87,2507,43.6241610738255,55.4132231404959,1
"3347","102 - BASSETTE","HAMPTON CITY",1209,0,10,"House of Delegates",2765,229,2994,100,44.0867992766727,0
"3348","102 - BEN SALEM","ROCKBRIDGE COUNTY",0,346,160,"House of Delegates",834,31,865,0,60.6714628297362,0
"3349","102 - BERKELEY B","JAMES CITY COUNTY",598,632,4,"House of Delegates",2339,123,2462,48.6178861788618,52.7575887131253,1
"3350","102 - BLACKEY","BUCHANAN COUNTY",33,128,0,"House of Delegates",655,31,686,20.4968944099379,24.5801526717557,1
"3351","102 - BLAYDES CORNER","SPOTSYLVANIA COUNTY",299,696,6,"House of Delegates",2659,123,2782,30.0502512562814,37.6457314779992,1
"3352","102 - BURNT CHIMNEY","FRANKLIN COUNTY",0,949,46,"House of Delegates",2380,90,2470,0,41.8067226890756,0
"3353","102 - CATLETT","FAUQUIER COUNTY",311,960,23,"House of Delegates",2957,126,3083,24.4689221085759,43.7605681433886,1
"3354","102 - CEDAR POINT","PRINCE WILLIAM COUNTY",954,890,3,"House of Delegates",4088,192,4280,51.7353579175705,45.1810176125245,1
"3355","102 - CERES","BLAND COUNTY",52,217,1,"House of Delegates",548,37,585,19.3308550185874,49.2700729927007,1
"3356","102 - CITY HALL","ALEXANDRIA CITY",923,0,82,"House of Delegates",2504,210,2714,100,40.1357827476038,0
"3357","102 - CLARK","CHARLOTTESVILLE CITY",1789,0,30,"House of Delegates",3691,341,4032,100,49.2820373882417,0
"3358","102 - CLAUDVILLE","PATRICK COUNTY",58,260,0,"House of Delegates",706,51,757,18.2389937106918,45.042492917847,1
"3359","102 - COPPER CREEK","RUSSELL COUNTY",0,287,14,"House of Delegates",999,42,1041,0,30.1301301301301,0
"3360","102 - CYPRESS CREEK","ISLE OF WIGHT COUNTY",502,850,0,"House of Delegates",2501,147,2648,37.1301775147929,54.0583766493403,1
"3361","102 - DORCHESTER","WISE COUNTY",91,233,0,"House of Delegates",860,50,910,28.0864197530864,37.6744186046512,1
"3362","102 - DRIVER","SUFFOLK CITY",0,1796,78,"House of Delegates",3812,226,4038,0,49.1605456453305,0
"3363","102 - DUMBARTON","HENRICO COUNTY",1101,358,4,"House of Delegates",3476,362,3838,75.4626456477039,42.0886075949367,1
"3364","102 - EAST CENTRAL","HARRISONBURG CITY",555,207,1,"House of Delegates",1521,131,1652,72.8346456692913,50.1643655489809,1
"3365","102 - EPES","NEWPORT NEWS CITY",1145,102,33,"House of Delegates",4121,590,4711,91.8203688853248,31.0604222276147,0
"3366","102 - EWING","LEE COUNTY",69,253,0,"House of Delegates",770,73,843,21.4285714285714,41.8181818181818,1
"3367","102 - FIRST WARD SECOND PRECINCT","LYNCHBURG CITY",802,1179,1,"House of Delegates",3411,188,3599,40.4846037354871,58.1061272354148,1
"3368","102 - FLATRIDGE","GRAYSON COUNTY",0,101,1,"House of Delegates",247,12,259,0,41.2955465587045,0
"3369","102 - GORE","FREDERICK COUNTY",227,751,4,"House of Delegates",2632,183,2815,23.2106339468303,37.3100303951368,1
"3370","102 - GREENFIELD","BOTETOURT COUNTY",0,1209,43,"House of Delegates",2535,69,2604,0,49.3885601577909,0
"3371","102 - GUNVILLE","HENRY COUNTY",102,413,2,"House of Delegates",1505,110,1615,19.8058252427184,34.3521594684385,1
"3372","102 - HADENSVILLE","GOOCHLAND COUNTY",379,654,1,"House of Delegates",1957,76,2033,36.6892545982575,52.8359734287174,1
"3373","102 - HARDY VOL FIRE CO","BEDFORD COUNTY",0,410,21,"House of Delegates",956,50,1006,0,45.0836820083682,0
"3374","102 - IVOR","SOUTHAMPTON COUNTY",227,368,1,"House of Delegates",1123,54,1177,38.1512605042017,53.0721282279608,1
"3375","102 - LIBERTY","HALIFAX COUNTY",86,166,0,"House of Delegates",530,22,552,34.1269841269841,47.5471698113208,1
"3376","102 - MANAKIN","POWHATAN COUNTY",262,736,0,"House of Delegates",1513,55,1568,26.25250501002,65.9616655651025,1
"3377","102 - MASON VALLEY","ROANOKE COUNTY",90,261,3,"House of Delegates",699,27,726,25.6410256410256,50.6437768240343,1
"3378","102 - MECHANICSVILLE","LOUISA COUNTY",273,370,1,"House of Delegates",1333,53,1386,42.457231726283,48.3120780195049,1
"3379","102 - MOUNTAIN GROVE","BATH COUNTY",0,49,8,"House of Delegates",96,5,101,0,59.375,0
"3380","102 - NEW GLASGOW","AMHERST COUNTY",0,586,208,"House of Delegates",1840,91,1931,0,43.1521739130435,0
"3381","102 - NEW LONDON","CAMPBELL COUNTY",14,1182,40,"House of Delegates",2846,190,3036,1.17056856187291,43.4293745607871,0
"3382","102 - NEW RIVER","PULASKI COUNTY",655,703,4,"House of Delegates",2501,133,2634,48.2326951399116,54.4582167133147,1
"3383","102 - OCEAN VIEW SCHOOL","NORFOLK CITY",356,290,1,"House of Delegates",1575,228,1803,55.1083591331269,41.0793650793651,1
"3384","102 - OLD TOWN","WINCHESTER CITY",510,592,3,"House of Delegates",2134,138,2272,46.2794918330309,51.7806935332709,1
"3385","102 - ONE EAST","ORANGE COUNTY",457,570,1,"House of Delegates",2185,96,2281,44.4985394352483,47.0480549199085,1
"3386","102 - ONE HUNDRED TWO","RICHMOND CITY",315,471,1,"House of Delegates",1204,50,1254,40.0763358778626,65.3654485049834,1
"3387","102 - OTTERBURN","WARREN COUNTY",0,1013,60,"House of Delegates",2899,134,3033,0,37.0127630217316,0
"3388","102 - PAMPLIN","APPOMATTOX COUNTY",165,482,27,"House of Delegates",1359,47,1406,25.5023183925811,49.5952906548933,1
"3389","102 - PASSAPATANZY","KING GEORGE COUNTY",212,373,0,"House of Delegates",1376,57,1433,36.2393162393162,42.5145348837209,1
"3390","102 - PEARSONS STORE","MECKLENBURG COUNTY",0,104,0,"House of Delegates",223,9,232,0,46.6367713004484,0
"3391","102 - PRECINCT 1-2","NOTTOWAY COUNTY",0,268,9,"House of Delegates",766,32,798,0,36.1618798955614,1
"3392","102 - PRECINCT 1-2","NOTTOWAY COUNTY",0,268,9,"House of Delegates",819,25,844,0,33.8217338217338,1
"3393","102 - PRECINCT 1-2","WESTMORELAND COUNTY",183,191,0,"House of Delegates",766,32,798,48.9304812834225,48.8250652741514,1
"3394","102 - PRECINCT 1-2","WESTMORELAND COUNTY",183,191,0,"House of Delegates",819,25,844,48.9304812834225,45.6654456654457,1
"3395","102 - PRECINCT 1-B","GREENSVILLE COUNTY",90,0,5,"House of Delegates",272,21,293,100,34.9264705882353,0
"3396","102 - PRECINCT A-2","MONTGOMERY COUNTY",922,285,0,"House of Delegates",2454,350,2804,76.3877381938691,49.1850040749796,1
"3397","102 - RICH CREEK","GILES COUNTY",73,238,1,"House of Delegates",746,58,804,23.4726688102894,41.8230563002681,1
"3398","102 - ROCK STORE","BRUNSWICK COUNTY",264,0,21,"House of Delegates",834,46,880,100,34.1726618705036,0
"3399","102 - ROCKY RUN","DINWIDDIE COUNTY",262,0,49,"House of Delegates",1208,50,1258,100,25.7450331125828,1
"3400","102 - ROCKY RUN","DINWIDDIE COUNTY",262,0,49,"House of Delegates",2516,106,2622,100,12.3608903020668,1
"3401","102 - ROCKY RUN","STAFFORD COUNTY",576,698,76,"House of Delegates",1208,50,1258,45.2119309262166,111.754966887417,1
"3402","102 - ROCKY RUN","STAFFORD COUNTY",576,698,76,"House of Delegates",2516,106,2622,45.2119309262166,53.6565977742448,1
"3403","102 - RURAL RETREAT","WYTHE COUNTY",0,929,186,"House of Delegates",2268,164,2432,0,49.1622574955908,0
"3404","102 - SALEM","GLOUCESTER COUNTY",208,532,0,"House of Delegates",1659,65,1724,28.1081081081081,44.6051838456902,1
"3405","102 - SOUTH CHESTER","CHESTERFIELD COUNTY",613,758,1,"House of Delegates",3223,279,3502,44.7118891320204,42.5690350605026,1
"3406","102 - SPARTA","CAROLINE COUNTY",216,354,1,"House of Delegates",1330,86,1416,37.8947368421053,42.9323308270677,1
"3407","102 - ST PAUL","CARROLL COUNTY",0,349,74,"House of Delegates",1124,66,1190,0,37.6334519572954,0
"3408","102 - STUARTS DRAFT ELEMENTARY","AUGUSTA COUNTY",216,428,18,"House of Delegates",1621,91,1712,33.5403726708075,40.8389882788402,1
"3409","102 - SWIFT RUN","GREENE COUNTY",225,508,0,"House of Delegates",1599,198,1797,30.6957708049113,45.8411507191995,1
"3410","102 - TEMPLETON","PRINCE GEORGE COUNTY",406,1265,2,"House of Delegates",3287,150,3437,24.2968282465589,50.8974749011256,1
"3411","102 - TIMBERVILLE","ROCKINGHAM COUNTY",139,408,4,"House of Delegates",1372,69,1441,25.4113345521024,40.1603498542274,1
"3412","102 - TIP TOP","TAZEWELL COUNTY",39,192,1,"House of Delegates",640,68,708,16.8831168831169,36.25,1
"3413","102 - TUNSTALL","NEW KENT COUNTY",106,324,0,"House of Delegates",768,24,792,24.6511627906977,55.9895833333333,1
"3414","102 - URBANNA","MIDDLESEX COUNTY",161,373,1,"House of Delegates",876,39,915,30.1498127340824,61.0730593607306,1
"3415","102 - WALLER MILL","YORK COUNTY",712,829,0,"House of Delegates",2949,238,3187,46.2037637897469,52.25500169549,1
"3416","102 - WEST ABINGDON","WASHINGTON COUNTY",0,565,41,"House of Delegates",1702,127,1829,0,35.6051703877791,0
"3417","102 - YUMA","SCOTT COUNTY",94,422,1,"House of Delegates",1219,70,1289,18.2170542635659,42.4118129614438,1
"3418","102  - GEORGIA CREEK","BUCKINGHAM COUNTY",60,112,7,"House of Delegates",318,17,335,34.8837209302326,56.2893081761006,1
"3419","103 - BERKELEY C","JAMES CITY COUNTY",932,1648,4,"House of Delegates",4571,184,4755,36.1240310077519,56.5302997155983,1
"3420","103 - BOISSEVAIN","TAZEWELL COUNTY",30,92,0,"House of Delegates",361,42,403,24.5901639344262,33.7950138504155,1
"3421","103 - BRANCHLANDS","ALBEMARLE COUNTY",465,0,9,"House of Delegates",1210,110,1320,100,39.1735537190083,0
"3422","103 - CASANOVA","FAUQUIER COUNTY",230,366,10,"House of Delegates",1288,64,1352,38.5906040268456,47.0496894409938,1
"3423","103 - CHAMBLISSBURG BAPTIST CHURCH","BEDFORD COUNTY",0,651,16,"House of Delegates",1766,94,1860,0,37.7689694224236,0
"3424","103 - CHURCH ROAD","DINWIDDIE COUNTY",311,0,86,"House of Delegates",1643,61,1704,100,24.1631162507608,0
"3425","103 - CITY HALL","HAMPTON CITY",614,0,15,"House of Delegates",1978,245,2223,100,31.7997977755308,0
"3426","103 - COOLWELL","AMHERST COUNTY",0,348,54,"House of Delegates",885,48,933,0,45.4237288135593,0
"3427","103 - DAMERON","ALLEGHANY COUNTY",0,132,6,"House of Delegates",337,24,361,0,40.9495548961424,0
"3428","103 - ENON","CHESTERFIELD COUNTY",743,1060,5,"House of Delegates",3902,239,4141,41.2090959511925,46.33521271143,1
"3429","103 - FIRST WARD THIRD PRECINCT","LYNCHBURG CITY",644,810,2,"House of Delegates",2419,95,2514,44.2916093535076,60.1901612236461,1
"3430","103 - FLAT ROCK","POWHATAN COUNTY",133,543,3,"House of Delegates",1249,68,1317,19.6745562130178,54.3634907926341,1
"3431","103 - FULKS RUN","ROCKINGHAM COUNTY",92,549,0,"House of Delegates",1301,54,1355,14.3525741029641,49.2697924673328,1
"3432","103 - GLEN ALLEN","HENRICO COUNTY",1090,1096,4,"House of Delegates",4061,205,4266,49.8627630375114,53.9276040384142,1
"3433","103 - GLENKIRK","PRINCE WILLIAM COUNTY",580,709,3,"House of Delegates",2829,156,2985,44.9961210240496,45.6698480028279,1
"3434","103 - GLENVAR","ROANOKE COUNTY",271,643,2,"House of Delegates",1779,69,1848,29.6498905908096,51.4896008993817,1
"3435","103 - GRANT","GRAYSON COUNTY",0,152,3,"House of Delegates",393,26,419,0,39.440203562341,0
"3436","103 - GUEST RIVER VOTING PLACE","WISE COUNTY",65,245,1,"House of Delegates",873,52,925,20.9677419354839,35.6242840778923,1
"3437","103 - HURLEY","BUCHANAN COUNTY",52,288,2,"House of Delegates",1607,132,1739,15.2941176470588,21.2818917237088,1
"3438","103 - JENKINS","NEWPORT NEWS CITY",892,473,46,"House of Delegates",3824,462,4286,65.3479853479853,36.8985355648536,1
"3439","103 - KERNSTOWN","FREDERICK COUNTY",434,918,3,"House of Delegates",2640,120,2760,32.1005917159763,51.3257575757576,1
"3440","103 - LAMBSBURG","CARROLL COUNTY",0,202,37,"House of Delegates",661,49,710,0,36.1573373676248,0
"3441","103 - LYLES CROUCH SCHOOL","ALEXANDRIA CITY",1497,0,76,"House of Delegates",3574,461,4035,100,44.0123111359821,0
"3442","103 - MAGRUDER","YORK COUNTY",1100,634,3,"House of Delegates",3706,430,4136,63.437139561707,46.8699406368052,1
"3443","103 - NARROWS","GILES COUNTY",296,775,0,"House of Delegates",2221,151,2372,27.6377217553688,48.2215218370104,1
"3444","103 - NEW MARKET","SHENANDOAH COUNTY",0,1211,41,"House of Delegates",3074,144,3218,0,40.7286922576448,0
"3445","103 - NORTHSIDE","NORFOLK CITY",514,418,3,"House of Delegates",1943,197,2140,55.1502145922747,48.1214616572311,1
"3446","103 - PEASLEY","GLOUCESTER COUNTY",157,388,1,"House of Delegates",1267,64,1331,28.8073394495413,43.0939226519337,1
"3447","103 - PLANK ROAD","ROCKBRIDGE COUNTY",0,197,73,"House of Delegates",459,17,476,0,58.8235294117647,0
"3448","103 - PRECINCT 1-C","GREENSVILLE COUNTY",171,0,3,"House of Delegates",504,34,538,100,34.5238095238095,0
"3449","103 - PRECINCT A-3","MONTGOMERY COUNTY",1386,639,4,"House of Delegates",3514,327,3841,68.4444444444444,57.7404667046101,1
"3450","103 - REPUBLICAN GROVE","HALIFAX COUNTY",191,281,2,"House of Delegates",1156,59,1215,40.4661016949153,41.0034602076125,1
"3451","103 - ROSE HILL","LEE COUNTY",131,495,1,"House of Delegates",1366,123,1489,20.926517571885,45.900439238653,1
"3452","103 - SCOTT'S TANYARD","HENRY COUNTY",211,722,0,"House of Delegates",2431,154,2585,22.615219721329,38.3792677910325,1
"3453","103 - SCRUGGS","FRANKLIN COUNTY",537,1598,2,"House of Delegates",3848,172,4020,25.152224824356,55.535343035343,1
"3454","103 - SIMPSON","STAFFORD COUNTY",496,783,81,"House of Delegates",3186,132,3318,38.7802971071149,42.6867545511613,1
"3455","103 - SOUTH CASTLEWOOD","RUSSELL COUNTY",0,217,2,"House of Delegates",754,32,786,0,29.0450928381963,0
"3456","103 - SOUTH CLARKSVILLE","MECKLENBURG COUNTY",0,335,0,"House of Delegates",1297,83,1380,0,25.8288357748651,0
"3457","103 - SOUTHEAST","HARRISONBURG CITY",818,433,1,"House of Delegates",3404,325,3729,65.3876898481215,36.780258519389,1
"3458","103 - SOUTHERN BRANCH","NEW KENT COUNTY",246,900,1,"House of Delegates",2046,64,2110,21.4659685863874,56.0606060606061,1
"3459","103 - TILLMAN","BRUNSWICK COUNTY",252,0,0,"House of Delegates",884,37,921,100,28.5067873303167,0
"3460","103 - TRAVELERS REST","SPOTSYLVANIA COUNTY",487,819,3,"House of Delegates",3266,166,3432,37.2894333843798,40.0796080832823,1
"3461","103 - TWIN SPRINGS","PITTSYLVANIA COUNTY",0,1304,24,"House of Delegates",3057,96,3153,0,43.4412823029114,0
"3462","103 - UNION BRANCH","PRINCE GEORGE COUNTY",461,605,0,"House of Delegates",2062,120,2182,43.2457786116323,51.6973811833172,1
"3463","103 - VERONA","AUGUSTA COUNTY",322,808,3,"House of Delegates",2558,113,2671,28.4955752212389,44.2924159499609,1
"3464","103 - WEST CLOYD","PULASKI COUNTY",192,564,0,"House of Delegates",1340,43,1383,25.3968253968254,56.4179104477612,1
"3465","103 - WILLIS GAP","PATRICK COUNTY",65,223,0,"House of Delegates",764,37,801,22.5694444444444,37.696335078534,1
"3466","104- BERKELEY D","JAMES CITY COUNTY",317,252,1,"House of Delegates",1013,116,1129,55.7117750439367,56.2685093780849,1
"3467","104 - AGNOR-HURT","ALBEMARLE COUNTY",943,0,37,"House of Delegates",2283,186,2469,100,42.9259745948314,0
"3468","104 - BENNETTS CREEK","SUFFOLK CITY",16,876,69,"House of Delegates",2563,237,2800,1.79372197309417,37.4951229028482,0
"3469","104 - BERGTON","ROCKINGHAM COUNTY",27,228,2,"House of Delegates",455,19,474,10.5882352941176,56.4835164835165,1
"3470","104 - CEDAR CREEK","FREDERICK COUNTY",215,497,3,"House of Delegates",1607,118,1725,30.1966292134831,44.4928438083385,1
"3471","104 - CHAPEL","FAIRFAX COUNTY",985,0,125,"House of Delegates",2336,114,2450,100,47.5171232876712,0
"3472","104 - COLLEGE","STAFFORD COUNTY",663,924,115,"House of Delegates",3760,247,4007,41.7769376181474,45.2659574468085,1
"3473","104 - COOPER","HAMPTON CITY",1508,0,24,"House of Delegates",4334,638,4972,100,35.3484079372404,0
"3474","104 - DURANT CENTER","ALEXANDRIA CITY",1225,0,49,"House of Delegates",2795,421,3216,100,45.5813953488372,0
"3475","104 - EAST","HARRISONBURG CITY",710,519,3,"House of Delegates",3297,321,3618,57.7705451586656,37.3673036093418,1
"3476","104 - EFFINGER","ROCKBRIDGE COUNTY",0,221,88,"House of Delegates",509,17,526,0,60.7072691552063,0
"3477","104 - FALLS MILLS","TAZEWELL COUNTY",26,192,0,"House of Delegates",669,99,768,11.9266055045872,32.5859491778774,1
"3478","104 - FIRST WARD FOURTH PRECINCT","LYNCHBURG CITY",338,229,1,"House of Delegates",1295,134,1429,59.6119929453263,43.8610038610039,1
"3479","104 - GLENSIDE","HENRICO COUNTY",798,186,2,"House of Delegates",2366,228,2594,81.0975609756098,41.6737109044801,1
"3480","104 - LOIS","FAUQUIER COUNTY",159,399,36,"House of Delegates",1231,52,1283,28.494623655914,48.2534524776604,1
"3481","104 - MASSAPONAX","SPOTSYLVANIA COUNTY",501,800,0,"House of Delegates",3058,177,3235,38.5088393543428,42.544146500981,1
"3482","104 - MCINTOSH","NEWPORT NEWS CITY",811,237,0,"House of Delegates",2696,316,3012,77.3854961832061,38.8724035608309,1
"3483","104 - MOUTH OF WILSON","GRAYSON COUNTY",0,103,4,"House of Delegates",269,10,279,0,39.7769516728625,0
"3484","104 - NOKESVILLE","PRINCE WILLIAM COUNTY",497,777,4,"House of Delegates",2977,141,3118,39.010989010989,42.9291232784683,1
"3485","104 - NORTH CHESTER","CHESTERFIELD COUNTY",643,985,2,"House of Delegates",3531,202,3733,39.4963144963145,46.1625601812518,1
"3486","104 - NORTHSIDE","ROANOKE COUNTY",357,401,1,"House of Delegates",1529,74,1603,47.0976253298153,49.6402877697842,1
"3487","104 - ONE HUNDRED FOUR","RICHMOND CITY",481,776,0,"House of Delegates",1874,65,1939,38.2657120127287,67.0757737459979,1
"3488","104 - RIVES","PRINCE GEORGE COUNTY",436,94,22,"House of Delegates",2053,312,2365,82.2641509433962,26.8874817340477,1
"3489","104 - SLIDING HILL","HANOVER COUNTY",511,644,4,"House of Delegates",2059,66,2125,44.2424242424242,56.2894609033511,1
"3490","104 - STEWARTSVILLE RESCUE SQUAD","BEDFORD COUNTY",0,584,25,"House of Delegates",1603,68,1671,0,37.9912663755458,0
"3491","104 - WEST POUND","WISE COUNTY",0,700,11,"House of Delegates",2373,138,2511,0,29.9620733249052,0
"3492","105 - BERKLEY","HANOVER COUNTY",560,345,1,"House of Delegates",1918,102,2020,61.878453038674,47.2367049009385,1
"3493","105 - CHATHAM","PITTSYLVANIA COUNTY",0,473,19,"House of Delegates",1234,62,1296,0,39.870340356564,0
"3494","105 - DREWRYS BLUFF","CHESTERFIELD COUNTY",657,0,46,"House of Delegates",2688,349,3037,100,26.1532738095238,0
"3495","105 - DUNLORA","ALBEMARLE COUNTY",1421,0,57,"House of Delegates",2926,179,3105,100,50.5126452494874,0
"3496","105 - EAST HAMPTON","HAMPTON CITY",774,0,27,"House of Delegates",3599,1278,4877,100,22.2561822728536,0
"3497","105 - FAIRVIEW","FAIRFAX COUNTY",1742,0,156,"House of Delegates",4645,349,4994,100,40.8611410118407,0
"3498","105 - FANCY GAP","CARROLL COUNTY",0,319,86,"House of Delegates",885,31,916,0,45.7627118644068,0
"3499","105 - FIRST WARD FIFTH PRECINCT","LYNCHBURG CITY",491,406,0,"House of Delegates",1532,70,1602,54.7380156075808,58.5509138381201,1
"3500","105 - GREENDALE","HENRICO COUNTY",959,595,4,"House of Delegates",3038,248,3286,61.7117117117117,51.2837393021725,1
"3501","105 - HARRISON","PRINCE GEORGE COUNTY",82,311,0,"House of Delegates",734,38,772,20.8651399491094,53.5422343324251,1
"3502","105 - LACEY SPRING","ROCKINGHAM COUNTY",0,464,9,"House of Delegates",1045,35,1080,0,45.2631578947368,0
"3503","105 - LEE CENTER","ALEXANDRIA CITY",1699,0,67,"House of Delegates",4388,602,4990,100,40.2461257976299,0
"3504","105 - LIMESTONE","PRINCE WILLIAM COUNTY",859,906,8,"House of Delegates",4024,184,4208,48.6685552407932,44.0606361829026,1
"3505","105 - MOUNT ROGERS","GRAYSON COUNTY",0,118,2,"House of Delegates",354,19,373,0,33.8983050847458,0
"3506","105 - ONE HUNDRED FIVE","RICHMOND CITY",613,502,2,"House of Delegates",1741,102,1843,54.9775784753363,64.1585295807007,1
"3507","105 - OPAL","FAUQUIER COUNTY",132,402,21,"House of Delegates",1218,58,1276,24.7191011235955,45.5665024630542,1
"3508","105 - OYSTER POINT","NEWPORT NEWS CITY",207,146,15,"House of Delegates",916,111,1027,58.6402266288952,40.174672489083,1
"3509","105 - PETERS CREEK","ROANOKE COUNTY",601,923,2,"House of Delegates",3008,138,3146,39.4356955380577,50.7313829787234,1
"3510","105 - South East Central","HARRISONBURG CITY",505,249,1,"House of Delegates",1556,2293,3849,66.9761273209549,48.5218508997429,1
"3511","106 - ARMSTRONG","HAMPTON CITY",1063,0,58,"House of Delegates",2838,294,3132,100,39.4996476391825,0
"3512","106 - BALDWIN RIDGE","FAUQUIER COUNTY",252,480,34,"House of Delegates",1562,80,1642,34.4262295081967,49.0396927016645,1
"3513","106 - CORA KELLY CENTER","ALEXANDRIA CITY",1736,0,72,"House of Delegates",4096,595,4691,100,44.140625,0
"3514","106 - GREEN HILL","ROANOKE COUNTY",471,1013,0,"House of Delegates",3063,139,3202,31.7385444743935,48.4492327783219,1
"3515","106 - HARROWGATE","CHESTERFIELD COUNTY",1132,967,5,"House of Delegates",4717,273,4990,53.9304430681277,44.6046215815137,1
"3516","106 - HERITAGE","FAIRFAX COUNTY",1031,341,2,"House of Delegates",3633,403,4036,75.1457725947522,37.8199834847234,1
"3517","106 - HERMITAGE","HENRICO COUNTY",858,580,6,"House of Delegates",3178,207,3385,59.6662030598053,45.4373820012587,1
"3518","106 - KERSEY CREEK","HANOVER COUNTY",253,462,1,"House of Delegates",1254,28,1282,35.3846153846154,57.097288676236,1
"3519","106 - NORTHSIDE","ALBEMARLE COUNTY",840,847,0,"House of Delegates",3188,157,3345,49.792531120332,52.9171894604768,1
