"","rank","player_name","g_eligible","g_started","minutes","fg","fg_attempts","fg_pct","two_pts","two_attempts","two_point_pct","three","three_attempts","three_pct","free_throws","free_throws_attempts","free_throw_pct","orb","drb","rebounds","assists","steals","blocks","turnovers","fouls","points","part_url","year"
"6646",5,"Roland Griffin",16,4,21.9,2.3,4.9,0.468,1.6,3.2,0.51,0.7,1.8,0.393,0.6,1.3,0.476,0.6,2.1,2.7,1.1,0.5,0.3,1.2,1.6,5.9,"/cbb/schools/illinois-state/",2016
"5985",7,"Evan Cooper",33,0,15.8,1.8,4.5,0.395,0.6,1.2,0.5,1.2,3.2,0.355,0.9,1.1,0.861,0.3,1.1,1.4,1,0.5,0.1,0.8,2,5.6,"/cbb/schools/hartford/",2016
"7085",3,"John Konchar",33,33,34.9,5.7,8.9,0.637,4.3,6.3,0.688,1.4,2.6,0.517,2.2,3.1,0.689,2.4,6.3,8.7,3.8,1.7,0.5,1.5,1.8,14.9,"/cbb/schools/ipfw/",2017
"15590",3,"Denzel Gregg",32,32,31.8,4.9,9.8,0.495,4.8,9.5,0.51,0,0.3,0.091,2.2,3.5,0.625,2.9,4.8,7.7,1.1,0.4,1.7,2,3.2,12,"/cbb/schools/st-bonaventure/",2017
"18304",1,"Juwan Staten",30,30,31.3,4.8,11.3,0.421,4.1,9.4,0.433,0.7,1.9,0.362,4,5.7,0.702,0.5,2.2,2.7,4.6,1.1,0,2,1.7,14.2,"/cbb/schools/west-virginia/",2015
"11846",6,"Dontel Highsmith",32,29,24,2.2,5.5,0.406,1.6,3.6,0.456,0.6,1.9,0.311,1.9,2.6,0.723,1,1.5,2.5,1.7,1,0.1,1.7,1.8,6.9,"/cbb/schools/northern-illinois/",2017
"18374",1,"Mike Brown",34,34,34.3,5.5,13.7,0.403,4.2,9.6,0.439,1.3,4.1,0.319,4.7,5.8,0.803,2.2,3.7,5.9,3.2,1.5,0.4,3.2,3.4,17,"/cbb/schools/western-carolina/",2016
"3163",7,"Dominique Collier",30,10,19.3,1.6,4.6,0.345,1,2.4,0.417,0.6,2.2,0.269,0.9,1.5,0.609,0.3,1.4,1.7,1.5,0.6,0.2,1.3,2.4,4.7,"/cbb/schools/colorado/",2015
"11041",2,"Richaud Pack",29,20,34.2,4.4,10,0.441,2.6,5.3,0.494,1.8,4.7,0.382,6.4,7.9,0.804,1.5,3,4.6,1.6,0.7,0.1,1.7,2,17,"/cbb/schools/north-carolina-at/",2014
"8034",1,"Gerrell Martin",30,29,26.5,3.7,9.4,0.395,1.9,4.9,0.397,1.8,4.5,0.393,2.1,2.5,0.827,1.1,2.6,3.7,0.7,0.6,0.1,1.2,1.1,11.2,"/cbb/schools/long-island-university/",2015
"2104",5,"Shon Briggs",35,6,21.1,2.7,5.5,0.495,2.7,5.4,0.505,0,0.2,0.167,1.9,3.4,0.568,1.4,3.5,4.9,1.1,0.7,0.2,1.5,2,7.4,"/cbb/schools/cal-state-bakersfield/",2017
"19071",13,"Landon Russell",3,0,6.3,0.3,2,0.167,0.3,0.3,1,0,1.7,0,0,0,NA,0.3,0,0.3,1,0,0,0.3,0.7,0.7,"/cbb/schools/yale/",2017
"7926",12,"Dylan Greene",18,0,1.9,0.1,0.4,0.143,0.1,0.3,0.2,0,0.1,0,0,0,NA,0.2,0.2,0.4,0.2,0,0,0.2,0.4,0.1,"/cbb/schools/lipscomb/",2014
"10492",12,"Devin Newsome",27,2,6.4,0.1,0.7,0.211,0.1,0.3,0.222,0.1,0.4,0.2,0,0.2,0.2,0.1,0.3,0.5,0.6,0.2,0,0.2,0.5,0.4,"/cbb/schools/nebraska-omaha/",2015
"13144",8,"Ben Hazel",24,6,17.9,1.6,4,0.396,0.7,1.4,0.515,0.9,2.6,0.333,1.6,2.1,0.78,0.2,1.3,1.4,1,0.6,0.1,0.9,1,5.7,"/cbb/schools/princeton/",2015
"13244",6,"Rapheal Davis",32,15,18.5,1.9,4.4,0.433,1.6,3.4,0.481,0.3,1,0.273,1.9,2.4,0.779,1.5,2.2,3.7,1.3,0.5,0.3,0.8,1.9,6,"/cbb/schools/purdue/",2014
"10478",9,"Matt Hagerbaumer",32,1,20,1.6,2.2,0.718,1.6,2.2,0.718,0,0,NA,0.5,0.8,0.615,1,4.1,5.2,0.5,0.6,1,0.5,1.9,3.7,"/cbb/schools/nebraska-omaha/",2014
"12697",11,"Sam Halle",1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,0,1,0,0,0,0,0,0,"/cbb/schools/penn-state/",2016
"19099",2,"Matt Donlan",32,32,34.7,4.6,10,0.463,2.1,4.5,0.462,2.6,5.5,0.463,1.3,1.6,0.84,0.4,4.1,4.5,1.3,0.5,0.2,1.5,1.8,13.1,"/cbb/schools/youngstown-state/",2016
"14947",3,"Shy McClelland",23,21,28.8,4.3,8.8,0.493,3.8,7.4,0.515,0.5,1.4,0.375,2.3,4.4,0.51,0.7,3.3,4,3.6,1.5,0.1,1.8,3.5,11.5,"/cbb/schools/south-dakota/",2016
"10010",3,"Deon Jones",31,30,23.6,3.8,8.4,0.456,3.3,7,0.472,0.5,1.4,0.372,2.2,3.1,0.726,1.3,5.1,6.3,1.1,0.6,0.8,1.3,2.5,10.4,"/cbb/schools/monmouth/",2016
"18593",1,"Ron Baker",35,35,31.6,4.6,10.8,0.424,2.7,5.5,0.495,1.8,5.2,0.35,3.1,3.9,0.793,0.5,4.3,4.8,3.2,1.5,0.6,1.5,1.4,14,"/cbb/schools/wichita-state/",2016
"17112",5,"Corey Henderson",32,4,22.4,2.8,7.6,0.366,1.2,2.9,0.413,1.6,4.7,0.338,1.5,1.8,0.828,0.1,0.9,1.1,1.2,0.5,0.1,1.3,1.3,8.7,"/cbb/schools/tulsa/",2017
"14522",2,"Chris Martin",32,30,27.3,3.7,10.1,0.368,1.5,3.5,0.434,2.2,6.6,0.333,2.2,2.9,0.763,0.1,2.6,2.8,1.8,0.7,0.1,1.5,1.8,11.8,"/cbb/schools/savannah-state/",2016
"5068",8,"CJ Walker",33,0,12.5,1.6,4.1,0.397,1.1,2.4,0.463,0.5,1.7,0.304,1.1,1.7,0.655,0.4,1,1.4,1.3,0.6,0.1,0.8,1.7,4.9,"/cbb/schools/florida-state/",2017
"12378",9,"Tavarius Shine",6,1,17.3,1.5,3.7,0.409,0.8,1.2,0.714,0.7,2.5,0.267,0.8,1.7,0.5,1,0.7,1.7,1,1.2,0.5,0.3,1.8,4.5,"/cbb/schools/oklahoma-state/",2017
"12250",11,"David Bell",23,0,5.4,0.3,0.6,0.462,0.3,0.6,0.462,0,0,NA,0.6,1,0.583,0.8,0.7,1.5,0,0,0.2,0.2,1,1.1,"/cbb/schools/ohio-state/",2016
"694",8,"Elliott Pitts",24,0,8.4,0.6,1.5,0.429,0.2,0.3,0.571,0.5,1.2,0.393,0.1,0.3,0.375,0.3,0.7,1,0.3,0.2,0,0.3,0.8,1.8,"/cbb/schools/arizona/",2014
"844",1,"Will Neighbour",25,24,31,5.2,10.5,0.498,4.2,7.9,0.535,1,2.6,0.385,4.8,6.3,0.771,2,5,7,1.4,1.3,1.1,2.6,1.9,16.3,"/cbb/schools/arkansas-little-rock/",2014
"1414",2,"Anthony Drmic",7,7,35.4,4.7,11,0.429,2.4,4.9,0.5,2.3,6.1,0.372,3.3,4.3,0.767,1,4,5,1.6,0.7,0,1.3,2.3,15,"/cbb/schools/boise-state/",2015
"1303",5,"Maurice Taylor",32,10,20.6,2.1,5.2,0.407,1.8,4.3,0.412,0.4,1,0.387,3,4.1,0.74,1,2.8,3.8,0.6,0.4,0.3,1.4,2.2,7.7,"/cbb/schools/bethune-cookman/",2014
"9003",8,"Clyde Santee",15,0,2.8,0.6,1,0.6,0.3,0.4,0.833,0.3,0.6,0.444,0.2,0.3,0.6,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.3,1.7,"/cbb/schools/massachusetts/",2014
"12155",3,"Sherron Dorsey-Walker",34,34,32.8,4.1,10.5,0.388,2,4.9,0.413,2.1,5.6,0.366,3.1,4.1,0.757,0.6,4.5,5.1,3.8,1.1,0.2,2.2,1.9,13.4,"/cbb/schools/oakland/",2017
"14423",12,"Danny Mahoney",3,0,6,0.3,2,0.167,0.3,1,0.333,0,1,0,0,0,NA,0,1,1,1.3,0.7,0,0.3,0.7,0.7,"/cbb/schools/san-jose-state/",2016
"9499",4,"Jacquez Rozier",36,32,25.1,2.5,5,0.503,2.4,4.8,0.509,0.1,0.2,0.333,2,3.3,0.6,2.5,2.5,5,0.7,0.7,0.6,1.5,2.5,7.1,"/cbb/schools/middle-tennessee/",2015
"12170",7,"Travis Wilkins",37,14,24.1,2.2,5,0.441,0.7,1.6,0.466,1.5,3.5,0.43,0.7,0.9,0.813,0.4,1.6,2,1.5,0.5,0.1,0.7,1.5,6.6,"/cbb/schools/ohio/",2014
"3478",12,"Joel Davis",8,0,4.5,0.5,1.4,0.364,0.3,0.8,0.333,0.3,0.6,0.4,0.5,0.8,0.667,0.5,0.3,0.8,0,0,0.1,0,0.5,1.8,"/cbb/schools/cornell/",2017
"11138",13,"Nate Allen",16,0,5.1,0.6,2.2,0.257,0.3,0.7,0.364,0.3,1.5,0.208,0,0.3,0,0.2,0.3,0.4,0.1,0.1,0,0.3,0.7,1.4,"/cbb/schools/north-carolina-central/",2016
"4364",15,"Aboubacar Diallo",15,1,4.3,0.2,0.5,0.429,0.2,0.5,0.429,0,0,NA,0,0.2,0,0.4,0.4,0.8,0.3,0.1,0.5,0.2,0.9,0.4,"/cbb/schools/eastern-illinois/",2016
"7352",4,"Yohanny Dalembert",30,29,21.3,3.8,7.1,0.542,3.8,7.1,0.542,0,0,NA,1.7,3.4,0.485,2.2,4.6,6.8,0.8,0.3,1.3,2.3,2.8,9.3,"/cbb/schools/james-madison/",2016
"9149",2,"Michael Dixon",34,3,22.7,4,8.5,0.469,2.5,4.6,0.538,1.5,3.9,0.386,2.4,2.8,0.844,0.5,1.7,2.2,2.4,1.3,0.1,1.6,2.9,11.8,"/cbb/schools/memphis/",2014
"7712",11,"Nathaniel Musters",28,7,10.6,0.6,1,0.593,0.6,1,0.593,0,0,NA,0.1,0.4,0.182,0.5,1.5,2,0.3,0.3,0.6,0.5,1.4,1.2,"/cbb/schools/lafayette/",2014
"10986",12,"Mohamed Bendary",30,1,8.8,0.8,1.4,0.61,0.8,1.4,0.61,0,0,NA,0.2,0.4,0.583,1,0.8,1.8,0.4,0.1,0.3,0.5,1.6,1.9,"/cbb/schools/njit/",2017
"4304",10,"Petey McClain",36,31,19.9,0.9,2.3,0.405,0.8,1.5,0.509,0.2,0.9,0.226,0.5,0.8,0.6,0.5,1.9,2.4,2.6,0.9,0.1,1.3,2.2,2.6,"/cbb/schools/east-tennessee-state/",2016
"9209",6,"Jake Gollon",36,36,25.7,2.8,6.1,0.448,2.2,4.6,0.473,0.6,1.6,0.375,2.1,2.6,0.779,1.3,3.1,4.5,2.5,1,0.2,1.8,2.2,8.1,"/cbb/schools/mercer/",2014
"6089",14,"Brandon Jawato",14,0,3.6,0.2,0.8,0.273,0.1,0.1,1,0.1,0.7,0.2,0,0,NA,0.1,0.1,0.1,0.3,0.2,0.1,0.2,0.3,0.6,"/cbb/schools/hawaii/",2014
"13932",12,"Javon Baumann",23,0,4.3,0.2,0.4,0.444,0.2,0.4,0.444,0,0,NA,0.2,0.5,0.417,0.4,0.6,1,0.1,0.1,0.1,0,0.7,0.6,"/cbb/schools/saint-josephs/",2016
"15716",9,"Marcus Allen",33,0,8.7,0.7,1.9,0.365,0.6,1.4,0.435,0.1,0.5,0.176,0.2,0.5,0.375,0.5,0.5,1.1,0.5,0.4,0.1,0.3,0.7,1.7,"/cbb/schools/stanford/",2014
"17262",12,"Koh Flippin",4,0,3.5,0.8,1.3,0.6,0.5,0.8,0.667,0.3,0.5,0.5,0.3,0.5,0.5,0,0.3,0.3,0.5,1,0,0.8,0.8,2,"/cbb/schools/california-riverside/",2016
"4170",5,"Jeremiah Jones",31,31,29.8,2.5,6.9,0.366,1.9,4.7,0.397,0.6,2.2,0.299,1.6,2.5,0.645,1.7,2.9,4.5,3.3,0.5,0.2,2,1.9,7.3,"/cbb/schools/duquesne/",2015
"18879",3,"Michael Karena",34,28,19.3,3.9,7.4,0.526,3.9,7.4,0.526,0,0,NA,2.2,3.2,0.673,1.5,2.3,3.7,0.3,0.3,0.3,1.4,3.2,9.9,"/cbb/schools/wright-state/",2016
"11875",9,"Wyatt Lohaus",35,0,13.4,1.3,3.1,0.418,0.8,2.1,0.392,0.5,1,0.472,0.7,0.8,0.852,0.1,1.1,1.2,0.7,0.6,0,0.5,0.9,3.8,"/cbb/schools/northern-iowa/",2015
"1440",2,"Paris Austin",32,18,28.5,4.1,8.3,0.491,3.9,7.3,0.53,0.2,1,0.212,3.9,5.2,0.764,0.4,3,3.4,2.8,0.6,0.1,2.3,1.9,12.3,"/cbb/schools/boise-state/",2017
"11812",11,"J.J. Cravatta",29,0,6.9,0.7,2.2,0.302,0.1,0.5,0.286,0.5,1.7,0.306,0.6,0.7,0.842,0.3,0.5,0.8,0.2,0.2,0,0.2,0.5,2.4,"/cbb/schools/northern-illinois/",2014
"7563",6,"Khaliq Spicer",35,33,22.6,1.9,3.8,0.515,1.9,3.8,0.515,0,0,NA,1.1,2.2,0.5,2.3,3.7,6,0.3,0.4,1.5,0.9,2.2,5,"/cbb/schools/kent-state/",2015
"13023",10,"Avery Lomax",18,0,3.5,0.4,1,0.444,0.3,0.5,0.667,0.1,0.5,0.222,0.4,0.7,0.583,0.2,0.2,0.4,0.4,0.3,0,0.4,1,1.4,"/cbb/schools/prairie-view/",2015
"89",4,"Zach Moer",29,22,19.8,3.1,6.8,0.46,2.8,5.7,0.494,0.3,1.2,0.294,2,2.7,0.753,1.1,2.9,4,1,0.4,0.8,1.8,2.9,8.6,"/cbb/schools/air-force/",2016
"15198",4,"Julian Jacobs",32,22,27.1,3.3,6.6,0.502,3,5.6,0.542,0.3,1,0.281,1.5,2.3,0.671,1.1,3.2,4.3,3.5,1.1,0.4,2.6,2.3,8.4,"/cbb/schools/southern-california/",2015
"5163",7,"Paul Watson",31,24,24.1,2.7,6.8,0.405,1.7,4.1,0.422,1,2.6,0.378,1.3,1.7,0.722,0.8,2.3,3.2,0.7,0.7,0.5,1.1,2.2,7.7,"/cbb/schools/fresno-state/",2016
"12214",12,"Antonio Bisutti",12,0,1.5,0.2,0.2,1,0.1,0.1,1,0.1,0.1,1,0,0,NA,0.2,0.7,0.8,0.1,0.1,0,0.2,0.2,0.4,"/cbb/schools/ohio/",2017
"18898",7,"Mark Hughes",26,0,18.3,1.2,3.2,0.361,0.7,1.5,0.447,0.5,1.7,0.289,0.4,0.7,0.526,0.7,1.9,2.6,1.5,0.7,0.2,1.2,1.5,3.2,"/cbb/schools/wright-state/",2017
"6257",15,"Chris Jayne",6,0,1.8,0,0.3,0,0,0.2,0,0,0.2,0,0,0,NA,0,0.5,0.5,0.2,0.2,0,0.2,0.5,0,"/cbb/schools/holy-cross/",2015
"2501",8,"Spencer Krannitz",1,0,4,2,2,1,1,1,1,1,1,1,0,0,NA,1,1,2,0,0,0,0,0,5,"/cbb/schools/central-michigan/",2015
"17385",10,"Isaac Wulff",5,0,1.8,0.4,0.4,1,0.4,0.4,1,0,0,NA,0.2,0.4,0.5,0.2,0.2,0.4,0,0,0,0,0.2,1,"/cbb/schools/ucla/",2017
"10303",7,"Tyler Rambo",34,0,16.3,1.5,3,0.495,1.5,3,0.495,0,0,NA,1.4,2.6,0.544,0.9,0.9,1.9,0.7,0.4,0.1,0.7,1,4.4,"/cbb/schools/murray-state/",2014
"12865",1,"Michael Young",33,32,29.4,5.7,10.7,0.537,5.6,10.3,0.544,0.1,0.4,0.333,4.1,5.3,0.777,2.3,4.6,6.9,2.3,0.3,0.5,2.5,1.6,15.7,"/cbb/schools/pittsburgh/",2016
"5405",5,"Isaac Copeland",33,11,20,2.5,5.6,0.451,1.9,3.9,0.477,0.6,1.6,0.389,1.2,1.4,0.809,0.9,2.9,3.8,0.7,0.2,0.6,1.1,1.4,6.8,"/cbb/schools/georgetown/",2015
"1147",12,"Jartavious Dobbs",14,1,6.3,0.2,0.5,0.429,0.2,0.5,0.429,0,0,NA,0,0.1,0,0.5,1.3,1.8,0.1,0,0.2,0.7,0.9,0.4,"/cbb/schools/austin-peay/",2017
"8430",9,"Julius Rajala",30,11,10,1.1,1.6,0.653,1.1,1.6,0.653,0,0,NA,0.3,0.5,0.571,0.7,1.1,1.8,0.3,0.3,0.4,0.7,1.8,2.4,"/cbb/schools/loyola-il/",2016
"3049",9,"Andrew Bargmann",4,0,3.3,0.8,1.3,0.6,0.5,0.5,1,0.3,0.8,0.333,0.3,0.3,1,0,0.3,0.3,0.3,0.5,0,0.5,0,2,"/cbb/schools/colgate/",2015
"14935",3,"Casey Kasperbauer",33,28,29.8,3.2,7.3,0.434,0.8,1.9,0.435,2.4,5.5,0.433,1.2,1.2,0.927,0.2,2.2,2.4,0.8,0.7,0.1,0.9,1.1,9.9,"/cbb/schools/south-dakota/",2015
"487",1,"Octavius Brown",21,21,31,4.7,9.9,0.478,3.4,6.5,0.522,1.3,3.4,0.394,2.2,3,0.758,1.7,5.3,7,0.9,0.8,1.3,1.8,2.4,13,"/cbb/schools/alcorn-state/",2016
"8320",10,"Roderick Taylor",13,1,4.7,0.5,0.8,0.6,0.5,0.8,0.6,0,0,NA,0.2,0.3,0.75,0.5,0.5,0.9,0,0.2,0,0.1,1,1.2,"/cbb/schools/louisiana-monroe/",2016
"17237",1,"Taylor Johns",31,31,34.4,6.2,13.3,0.465,5.9,12,0.488,0.3,1.2,0.237,3.6,5.7,0.638,2.6,5.6,8.2,1.9,1.2,1.7,3.4,2.9,16.3,"/cbb/schools/california-riverside/",2015
"9977",12,"Jordan Giles",27,0,6.8,0.6,1.3,0.429,0.4,0.9,0.48,0.1,0.4,0.3,0.4,0.4,0.917,0.4,1,1.4,0.4,0.1,0.3,0.6,1,1.6,"/cbb/schools/missouri-kansas-city/",2017
"6503",5,"Gary Chivichyan",7,5,20.9,2.7,6.4,0.422,0.6,1.1,0.5,2.1,5.3,0.405,0,0,NA,0,1.3,1.3,0.3,0.1,0,0.4,1,7.6,"/cbb/schools/idaho-state/",2017
"1850",3,"Brian Fitzpatrick",30,30,24.5,3.8,6.5,0.59,3.7,6.1,0.598,0.2,0.4,0.455,1.5,2,0.721,1.5,3.6,5.1,0.9,0.1,0.2,1.5,2.5,9.3,"/cbb/schools/bucknell/",2014
"12775",16,"Zack Kaminsky",4,0,1.3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/pennsylvania/",2017
"15963",14,"Evan Dourdas",3,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.3,0,"/cbb/schools/syracuse/",2016
"16737",12,"Brodricks Jones",16,0,8.7,0.3,1.3,0.25,0.3,1.3,0.25,0,0,NA,0.6,1,0.625,0.3,1.1,1.4,0.2,0.3,0.6,0.5,1.2,1.3,"/cbb/schools/texas-el-paso/",2016
"11329",2,"Tevon Saddler",31,27,27.9,3.9,9.8,0.395,3.8,9.5,0.406,0,0.4,0.091,4.7,7,0.671,1.2,2.6,3.8,2.9,1.3,0.5,3.9,3,12.5,"/cbb/schools/north-carolina-greensboro/",2014
"8083",9,"Jeff Havenstein",32,27,12.4,0.5,1,0.516,0.5,1,0.516,0,0,NA,0.3,0.4,0.692,0.8,1.2,2,0.2,0.1,0.1,0.5,2.1,1.3,"/cbb/schools/longwood/",2014
"16527",9,"Stephan Bennett",26,3,14.4,1.4,2.6,0.544,1.4,2.6,0.552,0,0,0,1,2,0.509,1.5,2.2,3.7,0.3,0.3,0.7,0.5,1.8,3.9,"/cbb/schools/texas-southern/",2017
"15091",4,"Isiah Jones",29,18,25,3.5,8.5,0.411,1.2,2.9,0.434,2.2,5.6,0.399,0.9,1.3,0.703,0.7,2.4,3.1,1.9,0.7,0.1,1.9,2,10.1,"/cbb/schools/southeast-missouri-state/",2015
"1510",14,"Gordon Gehan",3,0,1,0,0.7,0,0,0.3,0,0,0.3,0,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/boston-college/",2017
"13147",11,"Mike LeBlanc",3,0,3,0.7,0.7,1,0,0,NA,0.7,0.7,1,0,0,NA,0,0,0,0.3,0,0,0,0,2,"/cbb/schools/princeton/",2015
"14361",5,"Dont'e Reynolds",30,29,23.5,1.8,3.4,0.525,1.8,3.3,0.541,0,0.1,0,1.5,2.4,0.639,2.4,4.3,6.7,0.8,0.7,0.8,1.5,3.2,5.1,"/cbb/schools/san-francisco/",2016
"5230",9,"Jalen Williams",29,0,8.6,0.8,1.8,0.415,0.8,1.8,0.415,0,0,NA,1.1,1.4,0.8,1.1,1.2,2.3,0.3,0.1,0.4,1,1.7,2.6,"/cbb/schools/furman/",2017
"15262",2,"Sean O'Brien",32,32,31,4.9,9.7,0.502,4.6,8.5,0.546,0.3,1.3,0.2,2.1,3.5,0.598,1.9,4.1,6,2,0.9,0.9,2,2.5,12.1,"/cbb/schools/southern-illinois/",2016
"14177",1,"Darius Jones-Gibson",32,32,26.8,4,8.3,0.485,3.8,7.6,0.508,0.2,0.7,0.227,4,6.4,0.627,0.9,2.2,3.1,2.2,1.3,0.1,1.8,2.4,12.2,"/cbb/schools/samford/",2015
"4912",9,"Keith Stone",34,0,12.1,1.3,3.1,0.423,0.9,1.7,0.5,0.4,1.4,0.326,0.6,0.9,0.645,0.9,1.3,2.2,0.5,0.3,0.2,0.7,1.4,3.6,"/cbb/schools/florida/",2017
"18995",13,"Alex Bergen",4,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.3,0,"/cbb/schools/xavier/",2016
"2681",12,"K.J. Bates",8,0,2.8,0.3,0.8,0.333,0.1,0.4,0.333,0.1,0.4,0.333,0.5,0.9,0.571,0.1,0.6,0.8,0.1,0.4,0,0,0,1.1,"/cbb/schools/chattanooga/",2016
"15122",8,"Milos Vranes",31,0,18.4,2,4.2,0.488,1.1,1.7,0.66,0.9,2.5,0.368,0.8,1.3,0.641,1,2.3,3.3,0.5,0.7,0.1,0.7,2.5,5.8,"/cbb/schools/southeast-missouri-state/",2017
"18058",11,"Greg Senat",32,2,8.5,0.5,1.3,0.4,0.5,1.3,0.4,0,0,NA,0.5,1,0.485,1.2,0.9,2.1,0.1,0.2,0.3,0.6,1.6,1.5,"/cbb/schools/wagner/",2016
"14800",2,"PJ Dozier",36,36,28.7,5.3,13,0.407,4.1,9.1,0.454,1.2,3.9,0.298,2.1,3.6,0.597,1.1,3.7,4.8,2.8,1.7,0.3,2.2,2.8,13.9,"/cbb/schools/south-carolina/",2017
"1410",11,"Joey Nebeker",10,0,2.8,0.3,1.4,0.214,0.2,0.6,0.333,0.1,0.8,0.125,0.4,0.6,0.667,0.1,0.6,0.7,0.2,0.1,0.2,0.4,0.1,1.1,"/cbb/schools/boise-state/",2014
"12803",11,"Marley Biyendolo",21,0,4.9,0.2,0.7,0.357,0.2,0.5,0.364,0,0.1,0.333,0,0.2,0.25,0,0.2,0.3,0.4,0.2,0,0.6,0.6,0.6,"/cbb/schools/pepperdine/",2015
"2942",15,"Tim Hasbargen",4,0,5,0,0.3,0,0,0,NA,0,0.3,0,0,0,NA,0,0.3,0.3,0.3,0,0,0,0.3,0,"/cbb/schools/cleveland-state/",2015
"9146",10,"Adrian Brown",26,3,10.5,1.1,2.2,0.491,1,2.1,0.491,0,0.1,0.5,0.7,1.1,0.655,0.5,1.2,1.7,0.1,0.3,0.3,0.8,1.7,2.9,"/cbb/schools/mcneese-state/",2017
"9135",12,"Adrian Brown",22,0,7.4,0.9,2,0.422,0.9,2,0.422,0,0,NA,0.5,0.9,0.55,0.5,0.9,1.4,0.2,0.2,0.3,0.5,1.7,2.2,"/cbb/schools/mcneese-state/",2016
"11964",4,"Brison White",31,26,25.9,5.2,11.3,0.463,4.5,8.4,0.544,0.7,2.9,0.231,1.9,2.8,0.69,0.7,2.4,3.1,2,1.4,0.3,1.3,1.5,13.1,"/cbb/schools/northwestern-state/",2014
"575",8,"Michael Obacha",30,27,27.3,1.6,3.8,0.434,1.6,3.8,0.434,0,0,NA,2.1,4.2,0.5,3.7,5,8.7,0.5,1,0.4,1,3.4,5.4,"/cbb/schools/appalachian-state/",2014
"14617",5,"Khadeen Carrington",31,10,25,2.9,7.6,0.383,2.4,5.6,0.417,0.5,1.9,0.283,2.5,3.3,0.752,0.9,2,2.9,1.8,0.8,0.2,1.6,2.4,8.8,"/cbb/schools/seton-hall/",2015
"18539",13,"Khadim Dieng",12,0,4.4,0.3,0.6,0.571,0.3,0.6,0.571,0,0,NA,0.2,0.5,0.333,0.1,0.8,0.9,0.1,0,0.2,0.3,0.7,0.8,"/cbb/schools/western-michigan/",2015
"13810",4,"Jordan Allen",30,30,26.2,3.9,7.3,0.539,3.9,7.2,0.542,0,0.1,0.333,2.3,3.9,0.598,2.5,2.8,5.4,2,1.1,0.2,1.9,3.8,10.2,"/cbb/schools/sacred-heart/",2016
"8449",15,"Jake Baughman",5,0,2.6,0.4,0.6,0.667,0.4,0.6,0.667,0,0,NA,0,0,NA,0,0.2,0.2,0,0,0,0,0.2,0.8,"/cbb/schools/loyola-il/",2017
"2470",4,"A.J. Davis",31,29,32.6,2.5,6.9,0.362,1.9,4.8,0.403,0.5,2.1,0.266,2.8,4,0.688,1.4,5.6,7,2.4,0.9,0.3,2.4,2.7,8.3,"/cbb/schools/central-florida/",2017
"17649",10,"John Kiser",24,1,10.3,0.8,1.3,0.563,0.7,1,0.739,0,0.4,0.111,0.3,0.4,0.8,0.7,1.5,2.2,0.7,0.2,0.3,0.3,1.1,1.9,"/cbb/schools/valparaiso/",2017
"12107",2,"V.J. Beachem",36,36,34.2,5.2,12.3,0.422,2.8,5.6,0.495,2.4,6.7,0.361,1.7,2,0.836,0.6,3.4,4.1,0.9,0.9,1.1,1.1,1.3,14.5,"/cbb/schools/notre-dame/",2017
"11570",1,"Dallas Moore",34,34,35.1,8.8,18,0.488,5.9,10.6,0.55,2.9,7.4,0.398,3.4,4.1,0.826,0.8,2.4,3.1,4,1.1,0.1,2.4,1.1,23.9,"/cbb/schools/north-florida/",2017
"4337",1,"Trae Anderson",30,16,25,4.9,10.2,0.482,4.4,8.8,0.498,0.5,1.4,0.381,2.8,4.3,0.651,1.8,3.1,4.9,1.8,0.8,0.6,2.3,2.9,13.2,"/cbb/schools/eastern-illinois/",2015
"1226",4,"Johnathan Motley",34,9,20.9,4.5,7.3,0.614,4.5,7.3,0.619,0,0.1,0,2.1,3.4,0.607,2.3,2.8,5.1,0.9,0.5,1.1,1.5,3,11.1,"/cbb/schools/baylor/",2016
"17592",2,"Jordan Poydras",34,16,24.5,3.4,9.1,0.371,1.5,3.4,0.456,1.9,5.8,0.321,2.1,2.7,0.763,0.3,2.3,2.6,2.1,0.9,0,1.3,1.7,10.7,"/cbb/schools/utah-valley/",2017
"8169",7,"Aaron Epps",30,19,17.2,2.4,4.8,0.493,1.9,3.7,0.509,0.5,1.1,0.438,1,1.4,0.674,1.8,2.6,4.4,0.4,0.2,0.4,1.4,2.8,6.2,"/cbb/schools/louisiana-state/",2017
"13206",7,"Kyron Cartwright",34,8,18.8,1.4,3.6,0.38,1.2,2.6,0.477,0.1,1,0.121,0.7,0.9,0.742,0.2,1.4,1.6,2.6,0.6,0.1,1.2,1.2,3.5,"/cbb/schools/providence/",2015
