"","rank","player_name","g_eligible","g_started","minutes","fg","fg_attempts","fg_pct","two_pts","two_attempts","two_point_pct","three","three_attempts","three_pct","free_throws","free_throws_attempts","free_throw_pct","orb","drb","rebounds","assists","steals","blocks","turnovers","fouls","points","part_url","year"
"1593",11,"J.D. Tisdale",17,0,6.5,0.2,0.9,0.2,0.1,0.4,0.286,0.1,0.5,0.125,0.4,0.6,0.636,0.4,0.9,1.3,0.4,0.1,0.1,0.5,0.5,0.8,"/cbb/schools/bowling-green-state/",2015
"3916",10,"R.J. Curington",21,0,5.9,0.9,1.8,0.474,0.5,1.1,0.478,0.3,0.7,0.467,0.5,0.6,0.769,0.2,0.5,0.7,0.2,0.2,0.1,0.4,1,2.5,"/cbb/schools/depaul/",2015
"16371",5,"Brandon Parrish",31,30,29.5,2.8,7.8,0.365,1.7,4.4,0.397,1.1,3.4,0.324,1.2,1.9,0.627,1,2.1,3.1,0.8,0.5,0.2,1.1,2,8,"/cbb/schools/texas-christian/",2014
"3840",2,"Chris Udofia",31,31,34.4,4.4,8.9,0.496,4,7.1,0.561,0.4,1.8,0.236,3,5.1,0.591,1.8,3.5,5.4,3.9,1.5,2.3,1.8,3.4,12.3,"/cbb/schools/denver/",2014
"13696",10,"Shaquille Doorson",29,0,10.3,0.7,1.5,0.477,0.7,1.5,0.477,0,0,NA,0.1,0.4,0.231,1.1,1.1,2.2,0.1,0,0.4,0.4,1.4,1.6,"/cbb/schools/rutgers/",2015
"10240",10,"Stanley Davis",22,0,8.5,0.7,2.4,0.288,0.6,1.9,0.333,0,0.5,0.1,0.4,0.9,0.45,0.5,1,1.6,0.7,0.4,0.1,1,0.8,1.8,"/cbb/schools/morgan-state/",2017
"11981",6,"Ta'Jon Welcome",32,28,15.8,2.3,5.3,0.429,1.6,2.7,0.575,0.7,2.5,0.272,0.7,1.2,0.538,0.6,1.5,2.1,1,0.5,0.3,0.9,1.7,5.8,"/cbb/schools/northwestern-state/",2015
"11565",7,"Nick Malonga",34,34,17.1,1.6,3.9,0.403,1.1,2.3,0.5,0.4,1.6,0.268,0.6,1.2,0.5,0.7,1.7,2.4,0.7,0.3,0.2,1,1.7,4.2,"/cbb/schools/north-florida/",2016
"9919",10,"Reed Nikko",27,0,10.9,1,2,0.509,1,2,0.509,0,0,NA,0.5,0.9,0.52,0.9,1.4,2.3,0.4,0.3,0.7,0.4,1.8,2.6,"/cbb/schools/missouri/",2017
"14804",6,"Rakym Felder",36,1,14.9,1.7,4.2,0.408,0.8,2,0.394,0.9,2.3,0.42,1.2,1.9,0.657,0.2,1.3,1.5,1.3,0.6,0.1,1.4,1.4,5.6,"/cbb/schools/south-carolina/",2017
"3204",7,"David Cohn",31,5,15,1,2.6,0.383,0.5,1.2,0.417,0.5,1.5,0.356,1.4,1.7,0.792,0.1,1.1,1.2,0.9,0.4,0,0.5,1.1,3.9,"/cbb/schools/colorado-state/",2014
"11755",8,"Connor Osborne",31,30,16.2,1.4,2.6,0.525,1.4,2.6,0.525,0,0,NA,0.7,1.5,0.468,1.1,1.9,3,0.4,0.1,0.5,0.8,2.2,3.4,"/cbb/schools/northern-colorado/",2014
"13831",12,"Travis Berry",1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"/cbb/schools/sacred-heart/",2017
"7229",3,"J.R. Holder",32,15,28.1,3,7.4,0.403,2.5,5.7,0.436,0.5,1.8,0.298,2.5,3.6,0.693,1.2,3,4.2,1.3,0.7,0.3,2,1.9,9,"/cbb/schools/jacksonville/",2015
"8613",11,"Dennis Ashley",30,0,11,1,3.5,0.286,0.3,1,0.276,0.7,2.5,0.289,0.5,0.7,0.636,0.1,0.5,0.6,0.8,0.1,0,0.3,0.8,3.2,"/cbb/schools/maine/",2017
"5536",8,"Coye Simmons",31,20,15.2,1.4,3.2,0.439,1.4,3.2,0.439,0,0,NA,0.8,1.5,0.511,2.1,3.4,5.5,0.1,0.1,0.2,0.7,2.2,3.5,"/cbb/schools/georgia-southern/",2016
"15922",13,"Blair Mendy",2,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0.5,0,"/cbb/schools/stony-brook/",2017
"16899",10,"Fred John Jr.",8,0,2.5,0.3,0.4,0.667,0.3,0.4,0.667,0,0,NA,0.3,0.4,0.667,0.4,0.6,1,0,0,0,0.1,0.3,0.8,"/cbb/schools/toledo/",2016
"17907",5,"Jonathan Williams",34,18,24.1,3.2,7.2,0.449,3.2,6.7,0.478,0,0.5,0.059,1.8,2.5,0.726,0.1,2.1,2.2,3.1,0.6,0.2,1.4,1.4,8.3,"/cbb/schools/virginia-commonwealth/",2017
"14308",8,"Cameron Neubauer",21,8,15,1.6,3.7,0.429,0.6,1.3,0.481,1,2.4,0.4,0.8,1.1,0.708,0.4,1.6,2,0.7,0.2,0,0.6,2.4,4.9,"/cbb/schools/san-diego/",2016
"16787",5,"Dan Kimasa",30,28,26.2,3.8,8.5,0.449,3.8,8.1,0.465,0,0.4,0.091,2.3,3.5,0.673,2.2,4.3,6.6,1,0.4,0.9,1.7,2.8,10,"/cbb/schools/texas-pan-american/",2016
"8361",13,"David Levitch",21,1,4.8,0.2,0.7,0.267,0,0.2,0,0.2,0.5,0.4,0.6,0.8,0.706,0.2,0.1,0.3,0.3,0.2,0,0.2,0.6,1.1,"/cbb/schools/louisville/",2015
"11280",9,"Giacomo Zilli",22,2,7.9,1,1.6,0.6,1,1.6,0.6,0,0,NA,0.8,1,0.81,0.8,0.8,1.6,0.5,0.2,0.2,0.6,1.8,2.7,"/cbb/schools/north-carolina-asheville/",2014
"3711",8,"Darrell Davis",31,17,20.8,1.6,4.7,0.342,0.3,1.4,0.238,1.3,3.4,0.385,1,1.4,0.727,0.3,1.7,1.9,1.2,0.5,0,0.8,1.8,5.5,"/cbb/schools/dayton/",2017
"7702",1,"Seth Hinrichs",21,20,30.4,5.6,11.5,0.49,3.7,6.9,0.538,1.9,4.6,0.417,3.2,3.7,0.872,1.8,4.2,6,1.6,1.1,0.2,2.8,1.7,16.4,"/cbb/schools/lafayette/",2014
"5145",13,"Michael Salazar",4,0,2.5,0,0.5,0,0,0,NA,0,0.5,0,0,0,NA,0,0.3,0.3,0,0,0,0,0,0,"/cbb/schools/fresno-state/",2014
"18880",4,"Joe Thomasson",35,34,29.8,3,7,0.427,2.1,4.4,0.471,0.9,2.6,0.352,2.7,3.3,0.819,0.5,4.8,5.3,3.3,0.8,0.5,2.1,2.7,9.6,"/cbb/schools/wright-state/",2016
"12458",10,"Jabbar Singleton",33,4,12.4,0.5,1.5,0.314,0.2,0.6,0.333,0.3,0.9,0.3,0.5,0.9,0.621,0.1,0.6,0.7,1,0.2,0,0.8,0.7,1.8,"/cbb/schools/oral-roberts/",2015
"2941",14,"David Goodwater",2,0,1.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.5,0.5,0,0.5,0,0,0,0,"/cbb/schools/cleveland-state/",2015
"9188",14,"Caleb Wallingford",11,0,2.7,0.2,0.8,0.222,0.2,0.4,0.5,0,0.5,0,0.1,0.2,0.5,0.2,0.2,0.4,0.3,0,0,0.2,0.3,0.5,"/cbb/schools/memphis/",2016
"3958",9,"Jermaine Lippert",32,4,8.8,0.8,1.2,0.658,0.8,1.2,0.676,0,0,0,0.3,0.6,0.45,0.4,0.8,1.2,0.5,0.5,0.3,0.6,2,1.8,"/cbb/schools/detroit-mercy/",2014
"8904",10,"Ben Grace",23,5,17.3,1,2.9,0.364,0.2,0.5,0.364,0.9,2.4,0.364,0.7,0.7,0.938,0.1,1.2,1.3,0.4,0.4,0,0.5,0.9,3.6,"/cbb/schools/maryland-baltimore-county/",2015
"13705",5,"D.J. Foreman",31,23,26.5,3,6.3,0.479,2.9,6.1,0.479,0.1,0.2,0.5,2.1,3.7,0.56,1.6,4.5,6.1,0.7,0.7,0.6,1.9,3,8.2,"/cbb/schools/rutgers/",2016
"4075",4,"Kazembe Abif",31,30,29.9,3.6,7.7,0.466,3.5,7.4,0.48,0,0.3,0.111,2.1,3.3,0.621,2.2,4.8,7,0.8,0.4,0.3,1.3,3.4,9.3,"/cbb/schools/drexel/",2016
"3542",6,"Kevin Crescenzi",27,2,17.6,2,4.7,0.421,1.2,2.8,0.434,0.7,1.9,0.4,0.6,1,0.577,0.7,1.9,2.6,0.9,0.8,0.1,0.7,2,5.2,"/cbb/schools/dartmouth/",2014
"7894",6,"Caleb Homesley",32,20,20,2.6,5.5,0.475,1.7,2.9,0.585,0.9,2.6,0.349,1,1.5,0.667,0.6,2.9,3.4,1.3,0.8,0.4,1.1,2.9,7.2,"/cbb/schools/liberty/",2016
"15491",11,"Robert Thomas",26,0,8.2,0.6,1.6,0.39,0.3,0.5,0.5,0.3,1,0.333,0.5,0.5,0.857,0.2,0.7,0.8,0.5,0.2,0,0.5,0.7,2,"/cbb/schools/southern-mississippi/",2017
"2531",8,"Blake Hibbitts",31,1,6.7,0.5,1.4,0.372,0,0.1,0.5,0.5,1.3,0.366,0.2,0.3,0.625,0.2,0.5,0.7,0.2,0.1,0.1,0.1,0.5,1.7,"/cbb/schools/central-michigan/",2017
"15432",13,"Sedrick Barefield",5,0,3.2,0,0.8,0,0,0.4,0,0,0.4,0,0,0.2,0,0,0.8,0.8,0.4,0,0,0.2,0,0,"/cbb/schools/southern-methodist/",2016
"13416",11,"Matthew Butler",23,0,5.8,0.4,1.3,0.333,0.1,0.5,0.273,0.3,0.8,0.368,0,0,NA,0,0.3,0.3,0.3,0.1,0,0.2,0.6,1.2,"/cbb/schools/rhode-island/",2014
"14326",1,"Cole Dickerson",33,33,30.4,5.9,11.6,0.513,4.6,7.7,0.592,1.4,3.8,0.354,1.8,3.7,0.496,2,5.7,7.7,1.7,0.8,0.4,2,2.8,15.1,"/cbb/schools/san-francisco/",2014
"4206",10,"Darius Lewis",30,11,14,1.4,2.7,0.525,1.4,2.7,0.525,0,0,NA,0.7,1.1,0.606,1.2,3.4,4.6,0.5,0.2,0.9,1.2,2.5,3.5,"/cbb/schools/duquesne/",2017
"1245",1,"J.J. Mann",36,36,35.2,6.1,13.2,0.46,3.6,6.8,0.524,2.5,6.3,0.39,3.8,4.3,0.871,0.4,4.4,4.8,2.6,2.1,0.1,1.7,1.4,18.3,"/cbb/schools/belmont/",2014
"3473",7,"Donovon Wright",10,5,17.9,1.6,5,0.32,0.8,3.1,0.258,0.8,1.9,0.421,1.1,2.5,0.44,1.2,1.4,2.6,0.4,0.2,0.4,0.5,2.3,5.1,"/cbb/schools/cornell/",2017
"11777",2,"Anthony Johnson",31,23,28.9,5.1,11.4,0.445,2.9,5.9,0.495,2.1,5.5,0.391,3.5,4.1,0.859,1.2,3.4,4.6,0.8,0.7,0.3,2,2.4,15.8,"/cbb/schools/northern-colorado/",2016
"1181",8,"Trey Moses",35,9,19.2,2.1,4.3,0.49,2,4,0.496,0.1,0.2,0.375,1.6,3,0.533,1.5,2.8,4.3,1.7,0.3,1,1.4,2.7,5.9,"/cbb/schools/ball-state/",2016
"13893",16,"Daniel Wallace",16,2,4.8,0.1,0.4,0.333,0.1,0.4,0.333,0,0,NA,0.1,0.4,0.333,0.1,1,1.1,0.3,0,0.1,0.4,0.7,0.4,"/cbb/schools/saint-francis-pa/",2017
"5166",10,"Lionel Ellison III",31,0,14,0.3,1.5,0.222,0.2,0.9,0.259,0.1,0.6,0.167,0.9,1.4,0.667,0.3,1.3,1.6,1.1,0.5,0.1,0.6,1.6,1.6,"/cbb/schools/fresno-state/",2016
"11078",9,"Khary Doby",27,4,10.4,1.4,3.4,0.424,1.1,2.3,0.492,0.3,1.1,0.276,0.2,0.4,0.5,0.4,1.2,1.6,0.2,0.1,0.1,0.4,1.6,3.4,"/cbb/schools/north-carolina-at/",2016
"1703",11,"Dalton Nixon",27,2,9.7,0.7,1.7,0.426,0.6,1.1,0.586,0.1,0.7,0.167,0.5,0.5,1,0.4,1.2,1.7,0.8,0.1,0.1,0.4,1.2,2.1,"/cbb/schools/brigham-young/",2015
"1623",12,"Matt Fox",32,0,15.8,1.3,3.4,0.391,0.3,0.7,0.455,1,2.8,0.375,0.4,0.5,0.875,0.3,1.4,1.7,0.5,0.4,0,0.4,1.3,4.2,"/cbb/schools/bowling-green-state/",2017
"16008",2,"Obi Enechionyia",32,25,25.3,3.9,9.3,0.424,2.2,4.8,0.461,1.8,4.5,0.386,1.4,2,0.688,1,2.8,3.8,0.6,0.3,0.9,0.9,2.7,11,"/cbb/schools/temple/",2016
"16427",9,"Kendal Yancy",34,10,12.1,1.1,2.7,0.409,0.9,2.2,0.421,0.2,0.5,0.353,1,1.7,0.559,0.7,1.4,2.2,0.9,0.4,0.1,0.5,1,3.4,"/cbb/schools/texas/",2014
"18758",11,"Aaron Moesch",14,0,2,0.1,0.5,0.286,0.1,0.4,0.333,0,0.1,0,0,0.1,0,0.1,0.3,0.4,0.2,0,0.1,0.1,0.3,0.3,"/cbb/schools/wisconsin/",2015
"12496",9,"Ben Carter",25,5,12.7,0.7,1.9,0.383,0.7,1.8,0.391,0,0,0,1.1,1.4,0.771,1,1.4,2.5,0.7,0.5,0.6,0.6,2.3,2.5,"/cbb/schools/oregon/",2014
"5830",5,"Darion Clark",20,17,19,3,5.8,0.522,3,5.8,0.522,0,0,NA,1.8,3.2,0.563,2,4.7,6.6,0.3,0.8,0.3,1.5,3.2,7.8,"/cbb/schools/grand-canyon/",2017
"14278",6,"Brett Bailey",35,10,13.2,1.2,3,0.41,1,2.3,0.432,0.2,0.7,0.333,0.6,1.3,0.447,0.6,1.5,2,0.3,0.3,0.1,0.5,1.3,3.3,"/cbb/schools/san-diego/",2014
"12523",5,"Dwayne Benjamin",38,2,21.7,2.7,6.7,0.402,1.5,2.9,0.509,1.2,3.7,0.317,1.2,1.8,0.676,0.6,2.4,3,0.9,1,0.3,1,1.6,7.8,"/cbb/schools/oregon/",2016
"16948",9,"Alex Thomas",29,0,6.5,0.6,1,0.533,0.6,1,0.533,0,0,NA,0.2,0.4,0.538,0.9,0.7,1.6,0,0.3,0.4,0.1,1.5,1.3,"/cbb/schools/towson/",2016
"362",9,"Tyler Madison",19,0,8.1,0.8,1.9,0.405,0.7,1.5,0.5,0.1,0.5,0.111,0.8,1.5,0.517,1.2,0.9,2.2,0.3,0.2,0.2,0.3,1,2.4,"/cbb/schools/alabama-birmingham/",2014
"1409",10,"Edmunds Dukulis",9,0,5.2,0.7,1.3,0.5,0.7,1.3,0.5,0,0,NA,0.1,0.7,0.167,0.4,1.3,1.8,0.1,0,0.1,0.2,0.8,1.4,"/cbb/schools/boise-state/",2014
"4011",15,"A.J. Rutter",2,0,0.5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0.5,0.5,0,0,0,0,0,0,"/cbb/schools/drake/",2014
"15215",8,"Darion Clark",26,0,11.1,1,2.2,0.448,1,2.2,0.448,0,0,NA,0.6,1.2,0.469,1.7,2.9,4.5,0.3,0.2,0.4,0.8,1.1,2.6,"/cbb/schools/southern-california/",2016
"6848",3,"Khristian Smith",31,30,30.3,3.5,8.7,0.402,2.8,6.2,0.461,0.7,2.6,0.263,2.8,3.6,0.786,0.8,3.7,4.5,1.7,0.9,0.4,1.5,2.5,10.5,"/cbb/schools/indiana-state/",2015
"1227",5,"Lester Medford",34,34,32.4,2.9,7.3,0.393,1.6,3.9,0.417,1.2,3.4,0.365,2,2.6,0.753,0.3,1.9,2.3,6.5,1.6,0.1,2.3,2.6,8.9,"/cbb/schools/baylor/",2016
"2839",7,"Zane Najdawi",32,28,18.5,2.6,5.8,0.451,2.3,4.9,0.474,0.3,0.9,0.321,1.8,2.3,0.767,1.5,2.7,4.2,0.4,0.8,1.8,1.2,3.2,7.2,"/cbb/schools/citadel/",2016
"5826",1,"Dewayne Russell",28,27,38.3,7,17.6,0.4,5.2,12.9,0.402,1.9,4.7,0.397,5.3,6.9,0.758,0.5,3.3,3.8,5.4,1.5,0.1,2.7,2.1,21.2,"/cbb/schools/grand-canyon/",2017
"386",8,"Lewis Sullivan",33,1,12.4,1.8,2.9,0.604,1.7,2.8,0.62,0,0.1,0.25,1.2,1.8,0.672,0.9,1.7,2.5,0.8,0.3,0.3,0.7,1.5,4.8,"/cbb/schools/alabama-birmingham/",2016
"6237",10,"De'Vaughn Reid",17,1,7.2,0.5,1.2,0.429,0.4,0.8,0.429,0.2,0.4,0.429,0.3,0.5,0.556,0.1,0.4,0.5,0.4,0.3,0.1,0.4,0.8,1.5,"/cbb/schools/holy-cross/",2014
"10206",6,"Zech Smith",28,27,23.7,2.1,3.9,0.527,2.1,3.9,0.527,0,0,NA,0.9,1.7,0.511,3.4,3.5,7,0.1,0.3,1.5,0.8,2.1,5,"/cbb/schools/morgan-state/",2015
"3046",6,"Pat Moore",25,0,13.2,1.2,3.1,0.377,0.1,0.4,0.333,1,2.7,0.382,0.1,0.2,0.5,0.1,0.7,0.8,0.8,0.1,0,0.4,0.7,3.5,"/cbb/schools/colgate/",2015
"12157",5,"Nick Daniels",34,1,18.1,2.1,5.4,0.383,0.8,2,0.412,1.2,3.4,0.365,0.9,1.2,0.732,0.4,1.7,2.1,2,0.9,0,1.4,0.9,6.2,"/cbb/schools/oakland/",2017
"7852",3,"Kyle Leufroy",31,31,28.4,4,8.5,0.464,2.3,4.5,0.504,1.7,4,0.419,1.7,2,0.857,0.4,3,3.4,2.2,1.4,0.2,2.1,1.7,11.4,"/cbb/schools/lehigh/",2017
"2988",5,"Badou Diagne",34,34,27.5,3.4,6.9,0.489,2.5,4.9,0.512,0.9,2,0.433,1.9,2.9,0.657,2,5.3,7.3,0.7,0.8,1,2,2.6,9.5,"/cbb/schools/coastal-carolina/",2015
"11869",3,"Wes Washpun",35,0,21.9,2.5,5.1,0.486,2,4,0.511,0.4,1.1,0.395,2.3,3.3,0.681,0.2,2.3,2.5,2.6,1,0.5,1.9,1.8,7.6,"/cbb/schools/northern-iowa/",2015
"7078",8,"Charles Ruise Jr.",31,0,9.2,1.1,3.2,0.354,0.8,2.1,0.406,0.3,1.1,0.257,0.3,0.5,0.643,0.2,1,1.2,0.5,0.2,0.1,0.3,1.3,2.8,"/cbb/schools/ipfw/",2016
"16709",11,"Tevin Caldwell",30,1,4.7,0.3,0.6,0.5,0.3,0.6,0.5,0,0,NA,0.4,0.6,0.706,0.2,0.3,0.5,0.3,0.2,0.1,0.1,0.3,1,"/cbb/schools/texas-el-paso/",2014
"4956",14,"Alvin Cunningham",4,0,2,0,0.3,0,0,0.3,0,0,0,NA,0,0.3,0,0,0.5,0.5,0,0,0,0,0,0,"/cbb/schools/florida-gulf-coast/",2016
"11608",2,"J-Mychal Reese",32,32,33.5,5.1,12.2,0.421,3.9,8.3,0.474,1.2,3.9,0.306,3.3,4.3,0.761,0.5,2.4,2.9,3.7,1.1,0,3.2,2.4,14.7,"/cbb/schools/north-texas/",2016
"14823",9,"Greg Mortimer",17,0,10.3,1,3.4,0.293,0.8,2.5,0.31,0.2,0.9,0.25,0.5,1.2,0.45,0.8,0.6,1.4,0.7,0.4,0.1,0.6,0.7,2.8,"/cbb/schools/south-carolina-state/",2014
"6678",13,"Will Simonton",20,0,9.3,0.8,1.6,0.5,0.8,1.6,0.5,0,0,NA,0.3,0.7,0.462,0.8,1.3,2,0.1,0.2,0.6,0.4,1.6,1.9,"/cbb/schools/illinois-chicago/",2014
"2312",2,"Jermaine Crumpton",34,34,28.4,5.7,11.7,0.491,4.1,7.8,0.523,1.7,3.9,0.429,2.7,3.8,0.719,1.9,2.6,4.5,1.3,1,0.3,2,2.5,15.9,"/cbb/schools/canisius/",2017
"18959",7,"James Farr",34,1,12.4,1.9,3.6,0.516,1.3,2.1,0.611,0.6,1.5,0.38,0.3,0.6,0.55,1.3,2.6,3.9,0.2,0.4,0.7,0.5,1.8,4.6,"/cbb/schools/xavier/",2014
"16121",12,"Markell Henderson",21,0,5.9,0.8,1.6,0.485,0.5,0.8,0.588,0.3,0.8,0.375,0.1,0.3,0.5,0.5,1,1.4,0.1,0.2,0.1,0.2,0.7,2,"/cbb/schools/tennessee-tech/",2016
"1453",2,"Ryan Anderson",32,31,31.4,4.7,9.5,0.489,4.5,9.1,0.5,0.1,0.5,0.267,4.9,6.6,0.739,2.4,4.9,7.3,1.4,0.8,0.6,1.9,2,14.3,"/cbb/schools/boston-college/",2014
"1150",3,"Jesse Berry",30,16,28.5,3.4,9.7,0.346,1.2,2.6,0.455,2.2,7.2,0.307,2.3,2.8,0.812,0.3,1.1,1.3,1.3,0.6,0.1,2,1.8,11.2,"/cbb/schools/ball-state/",2014
"8725",3,"Todd Mayo",30,0,23.8,3.5,7.6,0.461,2.7,5.1,0.523,0.8,2.5,0.333,3.5,4.3,0.814,0.4,2.3,2.7,2,0.9,0.2,2,1.8,11.3,"/cbb/schools/marquette/",2014
"18723",4,"Roderick Perkins",33,27,19.7,2.6,6.1,0.431,1.1,2,0.522,1.6,4.1,0.385,0.8,1.4,0.6,0.8,1.8,2.5,1,0.7,0.2,1,1.3,7.7,"/cbb/schools/winthrop/",2017
"13214",2,"Kris Dunn",33,32,33,5.6,12.5,0.448,4.3,9,0.477,1.3,3.4,0.372,4,5.8,0.695,1.1,4.2,5.3,6.2,2.5,0.6,3.5,2.8,16.4,"/cbb/schools/providence/",2016
"2096",9,"Justin Hollins",32,0,12,0.7,1.4,0.523,0.7,1.4,0.523,0,0,NA,0.3,0.6,0.4,0.8,1.8,2.6,0.1,0.2,1.9,0.8,2,1.7,"/cbb/schools/cal-state-bakersfield/",2016
"16399",6,"JD Miller",33,3,19.4,2.2,5.7,0.381,2,5.1,0.391,0.2,0.6,0.3,2.2,3.1,0.709,1.9,2.4,4.3,0.6,0.8,0.5,1.5,1.6,6.8,"/cbb/schools/texas-christian/",2016
"564",10,"Alex Paquin",25,0,10.6,0.9,1.8,0.511,0.6,1.2,0.552,0.3,0.6,0.438,0.4,0.8,0.55,0.3,0.9,1.2,0.5,0.2,0,0.5,1.2,2.6,"/cbb/schools/american/",2017
"4990",5,"Ray Rodriguez",32,7,21.1,1.5,4,0.372,0.3,0.8,0.423,1.2,3.2,0.359,0.7,1,0.688,0.3,1.5,1.8,1.6,0.4,0,1.3,1.3,4.8,"/cbb/schools/florida-international/",2015
"15559",8,"Denzel Gregg",26,0,8,0.7,1.7,0.442,0.7,1.5,0.475,0,0.1,0,0.5,0.9,0.609,0.6,1.3,1.9,0.4,0.3,0.6,0.5,1,2,"/cbb/schools/st-bonaventure/",2014
"12893",2,"Thomas van der Mars",31,30,26.9,5.3,8.8,0.602,5.3,8.8,0.602,0,0,NA,2.8,4,0.707,2.5,4.7,7.2,0.9,0.6,0.7,1.4,2.4,13.5,"/cbb/schools/portland/",2014
"7065",8,"Herbert Graham",6,0,10.5,1.2,2.8,0.412,0.7,1,0.667,0.5,1.8,0.273,0.2,0.3,0.5,0.2,2.3,2.5,0,0.7,0.3,0.3,1.7,3,"/cbb/schools/ipfw/",2015
"2342",1,"Jordan Howard",29,29,33.7,5,12.4,0.406,2.4,5.6,0.426,2.7,6.8,0.389,3,3.8,0.784,0.2,2.3,2.5,1.9,0.5,0,2.7,1.3,15.7,"/cbb/schools/central-arkansas/",2015
"14791",8,"Marcus Stroman",29,0,14.7,0.5,1.9,0.259,0.3,1.6,0.2,0.2,0.3,0.556,1.2,1.8,0.66,0.6,1.4,2,1.3,0.6,0.1,1.1,1.5,2.3,"/cbb/schools/south-carolina/",2016
"6244",2,"Justin Burrell",30,29,27.3,3.1,8.4,0.371,2,4.9,0.405,1.1,3.4,0.32,2.4,2.9,0.826,0.3,1.5,1.8,4.1,1.3,0,1.8,1.5,9.7,"/cbb/schools/holy-cross/",2015
"2814",4,"Marshall Harris",32,29,27.1,2.1,4.6,0.449,1.2,2.2,0.565,0.8,2.4,0.346,2.1,2.8,0.742,0.3,2.3,2.6,4.1,0.9,0.1,2,2.7,7,"/cbb/schools/citadel/",2014
"12973",1,"Cameron Forte",31,19,29.3,7.9,13.6,0.58,7.8,13.5,0.58,0,0.1,0.5,3.5,6.3,0.552,3.4,5.9,9.3,2.6,1,0.5,3.2,2.1,19.2,"/cbb/schools/portland-state/",2016
"1124",3,"Khalil Davis",36,36,31.4,3.7,8.7,0.426,2.8,5.3,0.516,0.9,3.3,0.283,2.9,4.3,0.673,1.4,2.6,4,2.7,1.2,0.3,2.6,2.8,11.2,"/cbb/schools/austin-peay/",2016
"2826",5,"Quinton Marshall",29,25,25.1,2,5,0.41,1.8,4.2,0.418,0.3,0.8,0.364,1.6,2.4,0.671,1.1,2.1,3.2,1.2,0.5,0.4,1.6,2.6,6,"/cbb/schools/citadel/",2015
"4378",1,"Glenn Cosey",34,34,36.3,5.5,12.8,0.43,2.1,4.9,0.436,3.4,7.9,0.426,4.4,5.2,0.841,0.6,2.6,3.2,4.2,1.2,0.1,1.9,1.7,18.7,"/cbb/schools/eastern-kentucky/",2014
"19035",7,"Greg Kelley",32,5,13.1,1.6,3.9,0.413,0.8,1.6,0.519,0.8,2.3,0.338,0.6,0.8,0.792,0.9,1.6,2.5,0.5,0.3,0.4,0.5,2.2,4.6,"/cbb/schools/yale/",2015
"6614",14,"Clayton Jones",9,0,1.2,0.1,0.3,0.333,0,0.1,0,0.1,0.2,0.5,0.1,0.1,1,0,0,0,0,0,0,0,0,0.4,"/cbb/schools/illinois/",2017
"17525",3,"Kyle Kuzma",36,35,24.1,4.3,8.2,0.522,3.9,6.8,0.578,0.4,1.4,0.255,1.8,3,0.617,1.8,3.9,5.7,1.4,0.3,0.4,2,2,10.8,"/cbb/schools/utah/",2016
"17448",5,"Jalen Moore",32,5,17.5,2.1,3.9,0.528,1.6,2.8,0.584,0.4,1.1,0.389,1,1.4,0.711,0.8,1.8,2.7,0.8,0.4,0.3,0.6,1.2,5.6,"/cbb/schools/utah-state/",2014
"6242",15,"Patrick Kerrigan",7,0,0.7,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0.1,0,0,"/cbb/schools/holy-cross/",2014
"2081",5,"Dashawn Richmond",29,5,16,2,5.1,0.401,1.1,2.8,0.413,0.9,2.3,0.388,1.2,1.7,0.72,0.7,1.9,2.5,0.7,0.6,0.1,1,2.2,6.2,"/cbb/schools/cal-state-bakersfield/",2015
"16169",7,"Shembari Phillips",33,11,16.2,1.8,4.5,0.408,1.2,2.7,0.433,0.6,1.7,0.368,1.1,1.4,0.766,0.4,1.4,1.8,1,0.2,0.2,1.4,2.2,5.4,"/cbb/schools/tennessee/",2016
"14815",1,"Matthew Hezekiah",30,20,29.5,5,9.2,0.545,5,9.2,0.549,0,0.1,0,2.4,3.4,0.716,2.3,3.9,6.2,0.6,0.7,0.8,1.7,1.5,12.5,"/cbb/schools/south-carolina-state/",2014
"17552",1,"Holton Hunsaker",32,32,33.6,3.7,11,0.336,1.6,4.8,0.336,2.1,6.2,0.337,4.8,5.5,0.864,0.1,2.2,2.3,4.2,1,0,2.7,2.4,14.2,"/cbb/schools/utah-valley/",2014
"17573",11,"Darrious Hamilton",25,2,7,0.4,1.6,0.256,0.4,1.6,0.256,0,0,NA,0.4,0.5,0.692,0.3,0.8,1,0.2,0,0.2,0.5,0.8,1.2,"/cbb/schools/utah-valley/",2015
"18249",5,"Jordan Richardson",31,28,29,2.1,6,0.357,0.5,1.2,0.405,1.6,4.8,0.345,1.2,1.7,0.685,0.3,2,2.3,2.5,0.5,0.1,1.6,1.8,7.1,"/cbb/schools/weber-state/",2014
"9016",10,"Tyler Bergantino",32,0,9.1,0.6,0.8,0.741,0.6,0.8,0.741,0,0,NA,0.1,0.4,0.231,0.5,0.8,1.3,0.1,0.1,0.2,0.2,1.4,1.3,"/cbb/schools/massachusetts/",2015
